pair,direction,entry_price,exit_price,units,pnl_pips,pnl_usd,spread_cost,swap_cost,bars_held,reason,entry_date,exit_date
USDJPY,SHORT,156.25400268554688,155.14063,2000,111.3,14.94,0.2,0.0,19,TP,2026-09-04 12:00:00+01:00,2026-09-07 09:00:00+01:00
USDJPY,SHORT,153.79999267578125,154.50832,2000,-70.8,-9.97,0.2,0.14,48,SL,2026-09-08 13:00:00+01:00,2026-09-10 13:00:00+01:00
