pair,direction,entry_price,exit_price,units,pnl_pips,pnl_usd,spread_cost,swap_cost,bars_held,reason,entry_date,exit_date
EURUSD,SHORT,1.154284545135498,1.15632,2000,-20.3,-4.56,0.3,0.2,51,SL,2026-04-02 04:00:00+01:00,2026-04-06 08:00:00+01:00
EURUSD,SHORT,1.1746240341186522,1.17641,2000,-17.9,-3.88,0.3,0.0,9,SL,2026-04-21 21:00:00+01:00,2026-04-22 06:00:00+01:00
EURUSD,SHORT,1.1714589082717894,1.16862,4000,28.4,10.76,0.6,0.0,10,TP,2026-04-23 01:00:00+01:00,2026-04-23 11:00:00+01:00
EURUSD,SHORT,1.17200810546875,1.17333,3000,-13.3,-4.43,0.45,0.0,11,SL,2026-04-24 16:00:00+01:00,2026-04-27 04:00:00+01:00
EURUSD,SHORT,1.1726953470230101,1.16997,4000,27.2,10.29,0.6,0.0,13,TP,2026-04-27 18:00:00+01:00,2026-04-28 07:00:00+01:00
EURUSD,SHORT,1.1699511491775512,1.17117,4000,-12.2,-5.49,0.6,0.0,3,SL,2026-04-28 13:00:00+01:00,2026-04-28 16:00:00+01:00
EURUSD,SHORT,1.1714589082717894,1.16892,4000,25.4,9.56,0.6,0.0,22,TP,2026-05-13 16:00:00+01:00,2026-05-14 14:00:00+01:00
EURUSD,SHORT,1.1653153383255004,1.16243,4000,28.8,10.93,0.6,0.0,2,TP,2026-05-15 11:00:00+01:00,2026-05-15 13:00:00+01:00
EURUSD,SHORT,1.1638233148574828,1.16494,4000,-11.2,-5.07,0.6,0.0,5,SL,2026-05-18 07:00:00+01:00,2026-05-18 12:00:00+01:00
EURUSD,SHORT,1.1634171688079833,1.16476,3000,-13.4,-4.48,0.45,0.0,1,SL,2026-05-18 19:00:00+01:00,2026-05-18 20:00:00+01:00
EURUSD,SHORT,1.162470408630371,1.15969,4000,27.8,10.52,0.6,0.0,5,TP,2026-05-19 11:00:00+01:00,2026-05-19 16:00:00+01:00
EURUSD,SHORT,1.1615250789642333,1.15867,4000,28.5,10.81,0.6,0.0,21,TP,2026-05-19 18:00:00+01:00,2026-05-20 15:00:00+01:00
EURUSD,SHORT,1.1622000419616698,1.16355,3000,-13.5,-4.49,0.45,0.0,1,SL,2026-05-20 15:00:00+01:00,2026-05-20 16:00:00+01:00
EURUSD,SHORT,1.1628759586334227,1.15974,3000,31.3,8.94,0.45,0.0,15,TP,2026-05-20 22:00:00+01:00,2026-05-21 13:00:00+01:00
EURUSD,SHORT,1.1600428306579589,1.16161,3000,-15.6,-5.14,0.45,0.0,5,SL,2026-05-21 13:00:00+01:00,2026-05-21 18:00:00+01:00
EURUSD,SHORT,1.1643654787063598,1.16554,4000,-11.8,-5.71,0.6,0.4,54,SL,2026-05-25 07:00:00+01:00,2026-05-27 13:00:00+01:00
EURUSD,SHORT,1.1612553083419799,1.16221,4000,-9.6,-4.43,0.6,0.0,10,SL,2026-06-04 00:00:00+01:00,2026-06-04 10:00:00+01:00
EURUSD,SHORT,1.1544178211212157,1.15587,3000,-14.5,-4.8,0.45,0.0,19,SL,2026-06-08 15:00:00+01:00,2026-06-09 10:00:00+01:00
EURUSD,SHORT,1.154018112373352,1.15525,4000,-12.3,-5.54,0.6,0.0,5,SL,2026-06-09 23:00:00+01:00,2026-06-10 04:00:00+01:00
EURUSD,SHORT,1.152289220046997,1.14888,3000,34.0,9.76,0.45,0.0,2,TP,2026-06-18 07:00:00+01:00,2026-06-18 09:00:00+01:00
EURUSD,SHORT,1.1488470518112182,1.14459,2000,42.6,8.21,0.3,0.0,13,TP,2026-06-18 15:00:00+01:00,2026-06-19 04:00:00+01:00
EURUSD,SHORT,1.144900747489929,1.1463,3000,-13.9,-4.63,0.45,0.0,1,SL,2026-06-19 08:00:00+01:00,2026-06-19 09:00:00+01:00
EURUSD,SHORT,1.1470020496368407,1.14842,3000,-14.2,-4.71,0.45,0.0,4,SL,2026-06-19 15:00:00+01:00,2026-06-19 19:00:00+01:00
