pair,direction,entry_price,exit_price,units,pnl_pips,pnl_usd,spread_cost,swap_cost,bars_held,reason,entry_date,exit_date
EURUSD,SHORT,1.1426765405654906,1.13905,3000,36.2,10.42,0.45,0.0,3,TP,2026-06-26 14:00:00+01:00,2026-06-26 17:00:00+01:00
EURUSD,SHORT,1.1425460063934325,1.13955,4000,30.0,11.39,0.6,0.0,13,TP,2026-06-29 16:00:00+01:00,2026-06-30 05:00:00+01:00
EURUSD,SHORT,1.1392914735794066,1.14031,4000,-10.2,-4.69,0.6,0.0,2,SL,2026-06-30 05:00:00+01:00,2026-06-30 07:00:00+01:00
EURUSD,SHORT,1.1422849380493163,1.14326,4000,-9.8,-4.52,0.6,0.0,6,SL,2026-07-06 11:00:00+01:00,2026-07-06 17:00:00+01:00
EURUSD,SHORT,1.1417631589889525,1.1428,4000,-10.3,-4.74,0.6,0.0,3,SL,2026-07-08 05:00:00+01:00,2026-07-08 08:00:00+01:00
EURUSD,SHORT,1.1405910932540892,1.14137,4000,-7.8,-3.73,0.6,0.0,9,SL,2026-07-21 22:00:00+01:00,2026-07-22 07:00:00+01:00
EURUSD,SHORT,1.141241856765747,1.14204,4000,-8.0,-3.81,0.6,0.0,7,SL,2026-07-22 18:00:00+01:00,2026-07-23 01:00:00+01:00
EURUSD,SHORT,1.141372152519226,1.13941,4000,19.7,7.27,0.6,0.0,3,TP,2026-07-23 09:00:00+01:00,2026-07-23 12:00:00+01:00
EURUSD,SHORT,1.1381244146347045,1.13911,4000,-9.8,-4.52,0.6,0.0,10,SL,2026-07-23 22:00:00+01:00,2026-07-24 08:00:00+01:00
EURUSD,SHORT,1.1378653728485106,1.1389,4000,-10.3,-4.72,0.6,0.0,2,SL,2026-07-24 14:00:00+01:00,2026-07-24 16:00:00+01:00
EURUSD,SHORT,1.1408513271331786,1.14198,4000,-11.3,-5.11,0.6,0.0,4,SL,2026-07-27 03:00:00+01:00,2026-07-27 07:00:00+01:00
EURUSD,SHORT,1.1605814182281493,1.16155,4000,-9.7,-4.47,0.6,0.0,7,SL,2026-08-31 08:00:00+01:00,2026-08-31 15:00:00+01:00
EURUSD,SHORT,1.1615250789642333,1.16251,4000,-9.8,-4.53,0.6,0.0,1,SL,2026-09-03 12:00:00+01:00,2026-09-03 13:00:00+01:00
EURUSD,SHORT,1.160446711730957,1.16151,4000,-10.6,-4.86,0.6,0.0,1,SL,2026-09-04 13:00:00+01:00,2026-09-04 14:00:00+01:00
EURUSD,SHORT,1.1616600238800048,1.16271,4000,-10.5,-4.82,0.6,0.0,12,SL,2026-09-04 20:00:00+01:00,2026-09-07 09:00:00+01:00
EURUSD,SHORT,1.1615250789642333,1.16233,4000,-8.1,-3.83,0.6,0.0,6,SL,2026-09-08 08:00:00+01:00,2026-09-08 14:00:00+01:00
EURUSD,SHORT,1.1550845586776732,1.15639,3000,-13.0,-4.35,0.45,0.0,1,SL,2026-09-14 16:00:00+01:00,2026-09-14 17:00:00+01:00
EURUSD,SHORT,1.1554849826812743,1.15285,4000,26.4,9.75,0.6,0.2,44,TP,2026-09-14 23:00:00+01:00,2026-09-16 19:00:00+01:00
EURUSD,SHORT,1.1483193122863768,1.14951,4000,-11.9,-5.37,0.6,0.0,6,SL,2026-09-17 07:00:00+01:00,2026-09-17 13:00:00+01:00
EURUSD,SHORT,1.1477920495986937,1.14888,4000,-10.9,-4.97,0.6,0.0,9,SL,2026-09-17 19:00:00+01:00,2026-09-18 04:00:00+01:00
