pair,direction,entry_price,exit_price,units,pnl_pips,pnl_usd,spread_cost,swap_cost,bars_held,reason,entry_date,exit_date
EURUSD,SHORT,1.052803226661682,1.04857,2000,42.3,8.16,0.3,0.0,21,TP,2024-12-10 18:00:00+00:00,2024-12-11 15:00:00+00:00
EURUSD,SHORT,1.0509221040725707,1.04515,2000,57.7,10.74,0.3,0.5,122,TP,2024-12-11 16:00:00+00:00,2024-12-18 19:00:00+00:00
EURUSD,SHORT,1.0388031684875487,1.04141,2000,-26.1,-5.52,0.3,0.0,3,SL,2024-12-19 06:00:00+00:00,2024-12-19 09:00:00+00:00
EURUSD,SHORT,1.0395590745925902,1.04171,2000,-21.5,-4.61,0.3,0.0,5,SL,2024-12-20 08:00:00+00:00,2024-12-20 13:00:00+00:00
EURUSD,SHORT,1.0431379758834838,1.04047,2000,26.6,4.83,0.3,0.2,71,Signal flip,2024-12-20 21:00:00+00:00,2024-12-26 10:00:00+00:00
EURUSD,SHORT,1.0425941431045531,1.04395,4000,-13.6,-6.04,0.6,0.0,13,SL,2024-12-26 22:00:00+00:00,2024-12-27 11:00:00+00:00
EURUSD,SHORT,1.0302404844284057,1.03264,2000,-24.0,-5.09,0.3,0.0,4,SL,2025-01-08 15:00:00+00:00,2025-01-08 19:00:00+00:00
EURUSD,SHORT,1.0271713220596312,1.02967,2000,-25.0,-5.3,0.3,0.0,2,SL,2025-01-14 14:00:00+00:00,2025-01-14 16:00:00+00:00
EURUSD,SHORT,1.0302404844284057,1.03222,2000,-19.8,-4.26,0.3,0.0,12,SL,2025-01-15 01:00:00+00:00,2025-01-15 13:00:00+00:00
EURUSD,SHORT,1.029604026031494,1.03221,2000,-26.1,-5.62,0.3,0.1,44,SL,2025-01-15 19:00:00+00:00,2025-01-17 15:00:00+00:00
EURUSD,SHORT,1.033434935760498,1.03628,1000,-28.4,-3.04,0.15,0.05,47,SL,2025-02-07 19:00:00+00:00,2025-02-11 19:00:00+00:00
EURUSD,SHORT,1.0849017583847045,1.07918,1000,57.2,5.52,0.15,0.05,47,TP,2025-03-20 15:00:00+00:00,2025-03-24 16:00:00+00:00
EURUSD,SHORT,1.0778847419738768,1.08002,2000,-21.4,-4.58,0.3,0.0,9,SL,2025-03-27 02:00:00+00:00,2025-03-27 11:00:00+00:00
EURUSD,SHORT,1.1352815114974975,1.14009,1000,-48.1,-5.01,0.15,0.05,30,SL,2025-04-23 15:00:00+01:00,2025-04-24 21:00:00+01:00
EURUSD,SHORT,1.1314277135848998,1.13392,2000,-24.9,-5.28,0.3,0.0,4,SL,2025-05-01 08:00:00+01:00,2025-05-01 12:00:00+01:00
EURUSD,SHORT,1.1288730585098266,1.13185,1000,-29.8,-3.13,0.15,0.0,9,SL,2025-05-01 19:00:00+01:00,2025-05-02 04:00:00+01:00
EURUSD,SHORT,1.1333512746810912,1.13615,1000,-28.0,-2.95,0.15,0.0,3,SL,2025-05-02 11:00:00+01:00,2025-05-02 14:00:00+01:00
EURUSD,SHORT,1.1231668674468993,1.12582,1000,-26.6,-2.81,0.15,0.0,3,SL,2025-05-09 05:00:00+01:00,2025-05-09 08:00:00+01:00
EURUSD,SHORT,1.1272186719894408,1.12156,1000,56.6,5.51,0.15,0.0,16,TP,2025-05-09 15:00:00+01:00,2025-05-12 08:00:00+01:00
EURUSD,SHORT,1.1165198766708373,1.11924,1000,-27.2,-2.87,0.15,0.0,5,SL,2025-05-13 15:00:00+01:00,2025-05-13 20:00:00+01:00
EURUSD,SHORT,1.1190189802169799,1.1212,2000,-21.8,-4.66,0.3,0.0,6,SL,2025-05-14 02:00:00+01:00,2025-05-14 08:00:00+01:00
EURUSD,SHORT,1.1225364887237548,1.11608,1000,64.5,6.2,0.15,0.1,49,TP,2025-05-14 14:00:00+01:00,2025-05-16 15:00:00+01:00
EURUSD,SHORT,1.1496396743774413,1.15214,2000,-25.0,-5.31,0.3,0.0,7,SL,2025-06-18 01:00:00+01:00,2025-06-18 08:00:00+01:00
EURUSD,SHORT,1.168447323989868,1.17044,2000,-20.0,-4.29,0.3,0.0,10,SL,2025-07-11 04:00:00+01:00,2025-07-11 14:00:00+01:00
EURUSD,SHORT,1.1622000419616698,1.1586,3000,36.0,10.36,0.45,0.0,9,TP,2025-07-16 05:00:00+01:00,2025-07-16 14:00:00+01:00
EURUSD,SHORT,1.1627406560897826,1.16632,1000,-35.8,-3.78,0.15,0.05,46,SL,2025-07-16 16:00:00+01:00,2025-07-18 14:00:00+01:00
EURUSD,SHORT,1.1562867843627929,1.16062,1000,-43.3,-4.58,0.15,0.1,68,SL,2025-08-01 14:00:00+01:00,2025-08-06 11:00:00+01:00
EURUSD,SHORT,1.1646366798400878,1.16628,3000,-16.4,-5.38,0.45,0.0,5,SL,2025-08-20 08:00:00+01:00,2025-08-20 13:00:00+01:00
EURUSD,SHORT,1.164908119392395,1.1598,2000,51.1,9.81,0.3,0.1,39,TP,2025-08-25 18:00:00+01:00,2025-08-27 09:00:00+01:00
EURUSD,SHORT,1.1658588134765624,1.16797,2000,-21.1,-4.52,0.3,0.0,6,SL,2025-09-03 09:00:00+01:00,2025-09-03 15:00:00+01:00
EURUSD,SHORT,1.1744859897613524,1.17106,3000,34.3,9.84,0.45,0.0,4,TP,2025-09-25 09:00:00+01:00,2025-09-25 13:00:00+01:00
EURUSD,SHORT,1.1728330337524413,1.17449,3000,-16.5,-5.41,0.45,0.0,10,SL,2025-09-29 03:00:00+01:00,2025-09-29 13:00:00+01:00
EURUSD,SHORT,1.1735211097717284,1.17539,2000,-18.7,-4.05,0.3,0.0,14,SL,2025-09-29 19:00:00+01:00,2025-09-30 09:00:00+01:00
EURUSD,SHORT,1.1581617080688476,1.15993,2000,-17.7,-3.83,0.3,0.0,8,SL,2025-10-10 08:00:00+01:00,2025-10-10 16:00:00+01:00
EURUSD,SHORT,1.1630112611770629,1.15823,2000,47.9,9.27,0.3,0.0,13,TP,2025-10-10 22:00:00+01:00,2025-10-13 12:00:00+01:00
EURUSD,SHORT,1.1607161247253417,1.16217,3000,-14.6,-4.82,0.45,0.0,16,SL,2025-10-22 01:00:00+01:00,2025-10-22 17:00:00+01:00
EURUSD,SHORT,1.1573574029922484,1.15364,2000,37.2,7.14,0.3,0.0,5,TP,2025-10-31 08:00:00+00:00,2025-10-31 13:00:00+00:00
EURUSD,SHORT,1.154284545135498,1.15013,2000,41.5,7.9,0.3,0.1,37,TP,2025-10-31 20:00:00+00:00,2025-11-04 11:00:00+00:00
EURUSD,SHORT,1.1495074712753295,1.15133,2000,-18.2,-4.04,0.3,0.1,38,SL,2025-11-04 15:00:00+00:00,2025-11-06 05:00:00+00:00
EURUSD,SHORT,1.1541512691497802,1.15011,2000,40.4,7.68,0.3,0.1,39,TP,2025-11-19 21:00:00+00:00,2025-11-21 12:00:00+00:00
EURUSD,SHORT,1.1520237409591674,1.15391,2000,-18.9,-4.08,0.3,0.0,13,SL,2025-11-21 20:00:00+00:00,2025-11-24 10:00:00+00:00
EURUSD,SHORT,1.1749000036239623,1.17629,3000,-13.9,-4.77,0.45,0.15,34,SL,2025-12-30 22:00:00+00:00,2026-01-02 01:00:00+00:00
EURUSD,SHORT,1.1753143751144408,1.17189,3000,34.3,9.84,0.45,0.0,4,TP,2026-01-02 15:00:00+00:00,2026-01-02 19:00:00+00:00
EURUSD,SHORT,1.1666750394821166,1.16837,3000,-17.0,-5.55,0.45,0.0,7,SL,2026-01-12 00:00:00+00:00,2026-01-12 07:00:00+00:00
EURUSD,SHORT,1.1695405923843383,1.16546,2000,40.8,7.77,0.3,0.1,24,TP,2026-01-12 13:00:00+00:00,2026-01-13 13:00:00+00:00
EURUSD,SHORT,1.1616600238800048,1.16322,3000,-15.6,-5.27,0.45,0.15,29,SL,2026-01-15 18:00:00+00:00,2026-01-19 00:00:00+00:00
EURUSD,SHORT,1.1856270515441893,1.17966,1000,59.6,5.81,0.15,0.0,9,TP,2026-02-02 06:00:00+00:00,2026-02-02 15:00:00+00:00
EURUSD,SHORT,1.1861896001815795,1.18775,3000,-15.6,-5.12,0.45,0.0,6,SL,2026-02-13 07:00:00+00:00,2026-02-13 13:00:00+00:00
EURUSD,SHORT,1.1845033847808837,1.18231,4000,21.9,8.17,0.6,0.0,8,TP,2026-02-17 05:00:00+00:00,2026-02-17 13:00:00+00:00
EURUSD,SHORT,1.18030888671875,1.17739,3000,29.2,8.3,0.45,0.0,4,TP,2026-02-19 08:00:00+00:00,2026-02-19 12:00:00+00:00
EURUSD,SHORT,1.178917237472534,1.18098,2000,-20.6,-4.43,0.3,0.0,8,SL,2026-02-20 15:00:00+00:00,2026-02-23 00:00:00+00:00
EURUSD,SHORT,1.1597736560821532,1.16277,1000,-29.9,-3.14,0.15,0.0,3,SL,2026-03-04 04:00:00+00:00,2026-03-04 07:00:00+00:00
EURUSD,SHORT,1.163552590560913,1.15634,1000,72.1,7.01,0.15,0.05,27,TP,2026-03-04 13:00:00+00:00,2026-03-05 16:00:00+00:00
EURUSD,SHORT,1.154284545135498,1.15699,1000,-27.1,-2.96,0.15,0.1,51,SL,2026-04-02 04:00:00+01:00,2026-04-06 08:00:00+01:00
EURUSD,SHORT,1.1746240341186522,1.16941,2000,52.2,10.03,0.3,0.1,38,TP,2026-04-21 21:00:00+01:00,2026-04-23 11:00:00+01:00
EURUSD,SHORT,1.17200810546875,1.17378,3000,-17.7,-5.75,0.45,0.0,15,SL,2026-04-24 16:00:00+01:00,2026-04-27 08:00:00+01:00
EURUSD,SHORT,1.1699511491775512,1.17164,3000,-16.9,-5.51,0.45,0.0,2,SL,2026-04-28 14:00:00+01:00,2026-04-28 16:00:00+01:00
EURUSD,SHORT,1.1714589082717894,1.16828,3000,31.7,8.92,0.45,0.15,24,TP,2026-05-13 16:00:00+01:00,2026-05-14 16:00:00+01:00
EURUSD,SHORT,1.1653153383255004,1.16171,3000,36.0,10.36,0.45,0.0,12,TP,2026-05-15 11:00:00+01:00,2026-05-18 00:00:00+01:00
EURUSD,SHORT,1.1638233148574828,1.16531,3000,-14.9,-4.92,0.45,0.0,6,SL,2026-05-18 07:00:00+01:00,2026-05-18 13:00:00+01:00
EURUSD,SHORT,1.1615250789642333,1.16315,3000,-16.3,-5.34,0.45,0.0,22,SL,2026-05-19 18:00:00+01:00,2026-05-20 16:00:00+01:00
EURUSD,SHORT,1.1628759586334227,1.15896,3000,39.1,11.29,0.45,0.0,16,TP,2026-05-20 22:00:00+01:00,2026-05-21 14:00:00+01:00
EURUSD,SHORT,1.1597736560821532,1.16196,2000,-21.8,-4.66,0.3,0.0,4,SL,2026-05-21 14:00:00+01:00,2026-05-21 18:00:00+01:00
EURUSD,SHORT,1.1642299377441405,1.16569,3000,-14.6,-4.99,0.45,0.15,47,SL,2026-05-25 14:00:00+01:00,2026-05-27 13:00:00+01:00
EURUSD,SHORT,1.1612553083419799,1.16253,4000,-12.8,-5.71,0.6,0.0,10,SL,2026-06-04 00:00:00+01:00,2026-06-04 10:00:00+01:00
EURUSD,SHORT,1.1544178211212157,1.15635,2000,-19.3,-4.17,0.3,0.0,19,SL,2026-06-08 15:00:00+01:00,2026-06-09 10:00:00+01:00
EURUSD,SHORT,1.152289220046997,1.14803,2000,42.6,8.21,0.3,0.0,3,TP,2026-06-18 07:00:00+01:00,2026-06-18 10:00:00+01:00
EURUSD,SHORT,1.1488470518112182,1.14353,2000,53.2,10.34,0.3,0.0,14,TP,2026-06-18 15:00:00+01:00,2026-06-19 05:00:00+01:00
EURUSD,SHORT,1.144900747489929,1.14676,2000,-18.6,-4.02,0.3,0.0,1,SL,2026-06-19 08:00:00+01:00,2026-06-19 09:00:00+01:00
EURUSD,SHORT,1.1470020496368407,1.14286,2000,41.4,7.99,0.3,0.0,23,TP,2026-06-19 15:00:00+01:00,2026-06-22 15:00:00+01:00
EURUSD,SHORT,1.142937847328186,1.13926,3000,36.7,10.57,0.45,0.0,13,TP,2026-06-29 17:00:00+01:00,2026-06-30 06:00:00+01:00
EURUSD,SHORT,1.141372152519226,1.13891,4000,24.6,9.23,0.6,0.0,3,TP,2026-07-23 09:00:00+01:00,2026-07-23 12:00:00+01:00
EURUSD,SHORT,1.1381244146347045,1.13943,4000,-13.1,-5.83,0.6,0.0,10,SL,2026-07-23 22:00:00+01:00,2026-07-24 08:00:00+01:00
EURUSD,SHORT,1.1605814182281493,1.16187,4000,-12.9,-5.76,0.6,0.0,7,SL,2026-08-31 08:00:00+01:00,2026-08-31 15:00:00+01:00
EURUSD,SHORT,1.1615250789642333,1.16284,4000,-13.1,-5.84,0.6,0.0,1,SL,2026-09-03 12:00:00+01:00,2026-09-03 13:00:00+01:00
EURUSD,SHORT,1.160446711730957,1.16187,3000,-14.2,-4.71,0.45,0.0,1,SL,2026-09-04 13:00:00+01:00,2026-09-04 14:00:00+01:00
EURUSD,SHORT,1.1616600238800048,1.16307,3000,-14.1,-4.67,0.45,0.0,12,SL,2026-09-04 20:00:00+01:00,2026-09-07 09:00:00+01:00
EURUSD,SHORT,1.1615250789642333,1.1626,4000,-10.8,-4.91,0.6,0.0,6,SL,2026-09-08 08:00:00+01:00,2026-09-08 14:00:00+01:00
EURUSD,SHORT,1.1550845586776732,1.15129,3000,37.9,10.63,0.45,0.3,51,TP,2026-09-14 16:00:00+01:00,2026-09-16 19:00:00+01:00
EURUSD,SHORT,1.1483193122863768,1.14991,3000,-15.9,-5.22,0.45,0.0,6,SL,2026-09-17 07:00:00+01:00,2026-09-17 13:00:00+01:00
