pair,direction,entry_price,exit_price,units,pnl_pips,pnl_usd,spread_cost,swap_cost,bars_held,reason,entry_date,exit_date
EURUSD,SHORT,1.1038245641708373,1.10043,3000,33.9,9.58,0.45,0.15,34,TP,2024-10-03 03:00:00+01:00,2024-10-04 13:00:00+01:00
EURUSD,SHORT,1.097885914993286,1.09983,2000,-19.4,-4.28,0.3,0.1,36,SL,2024-10-04 20:00:00+01:00,2024-10-08 09:00:00+01:00
EURUSD,SHORT,1.0944011890411376,1.09166,4000,27.4,10.37,0.6,0.0,19,TP,2024-10-09 22:00:00+01:00,2024-10-10 17:00:00+01:00
EURUSD,SHORT,1.0926073276519774,1.09445,2000,-18.4,-3.98,0.3,0.0,13,SL,2024-10-10 19:00:00+01:00,2024-10-11 08:00:00+01:00
EURUSD,SHORT,1.0818497621536254,1.08305,4000,-12.0,-5.4,0.6,0.0,1,SL,2024-10-22 10:00:00+01:00,2024-10-22 11:00:00+01:00
EURUSD,SHORT,1.0800969087600707,1.07712,3000,29.8,8.49,0.45,0.0,15,TP,2024-10-22 21:00:00+01:00,2024-10-23 12:00:00+01:00
EURUSD,SHORT,1.0841959201812743,1.08138,4000,28.1,10.66,0.6,0.0,4,TP,2024-10-25 13:00:00+01:00,2024-10-25 17:00:00+01:00
EURUSD,SHORT,1.0822010719299315,1.07918,3000,30.2,8.47,0.45,0.15,28,TP,2024-10-28 08:00:00+00:00,2024-10-29 12:00:00+00:00
EURUSD,SHORT,1.0776522838592528,1.07715,1000,5.0,0.35,0.15,0.0,23,Trail,2024-11-06 08:00:00+00:00,2024-11-07 07:00:00+00:00
EURUSD,SHORT,1.059047647666931,1.05268,1000,63.7,6.22,0.15,0.0,18,TP,2024-11-13 15:00:00+00:00,2024-11-14 09:00:00+00:00
EURUSD,SHORT,1.0554704153060912,1.05845,1000,-29.8,-3.13,0.15,0.0,23,SL,2024-11-14 14:00:00+00:00,2024-11-15 13:00:00+00:00
EURUSD,SHORT,1.0600580656051635,1.05524,2000,48.2,9.34,0.3,0.0,12,TP,2024-11-18 21:00:00+00:00,2024-11-19 09:00:00+00:00
EURUSD,SHORT,1.0553589546203612,1.05781,2000,-24.5,-5.2,0.3,0.0,4,SL,2024-11-19 09:00:00+00:00,2024-11-19 13:00:00+00:00
EURUSD,SHORT,1.048827716064453,1.04455,2000,42.8,8.25,0.3,0.0,2,TP,2024-11-22 07:00:00+00:00,2024-11-22 09:00:00+00:00
EURUSD,SHORT,1.0486077749252318,1.05206,1000,-34.5,-3.6,0.15,0.0,13,SL,2024-11-25 00:00:00+00:00,2024-11-25 13:00:00+00:00
EURUSD,SHORT,1.0515852653503417,1.05396,2000,-23.7,-5.04,0.3,0.0,3,SL,2024-12-02 09:00:00+00:00,2024-12-02 12:00:00+00:00
EURUSD,SHORT,1.049267955970764,1.05214,1000,-28.8,-3.03,0.15,0.0,14,SL,2024-12-02 18:00:00+00:00,2024-12-03 08:00:00+00:00
