pair,direction,entry_price,exit_price,units,pnl_pips,pnl_usd,spread_cost,swap_cost,bars_held,reason,entry_date,exit_date
EURUSD,SHORT,1.1750381671905517,1.17004,2000,50.0,9.7,0.3,0.0,6,TP,2025-09-25 07:00:00+01:00,2025-09-25 13:00:00+01:00
EURUSD,SHORT,1.1491111003875731,1.15161,2000,-25.0,-5.4,0.3,0.1,27,SL,2025-11-05 03:00:00+00:00,2025-11-06 06:00:00+00:00
EURUSD,SHORT,1.1744859897613524,1.16949,2000,50.0,9.6,0.3,0.1,43,TP,2025-12-31 13:00:00+00:00,2026-01-05 02:00:00+00:00
EURUSD,SHORT,1.1661307298660277,1.16113,2000,50.0,9.5,0.3,0.2,60,TP,2026-01-13 01:00:00+00:00,2026-01-15 13:00:00+00:00
EURUSD,SHORT,1.1612553083419799,1.16376,2000,-25.0,-5.3,0.3,0.0,15,SL,2026-01-16 08:00:00+00:00,2026-01-19 00:00:00+00:00
EURUSD,LONG,1.17389672164917,1.1714,2000,-25.0,-5.3,0.3,0.0,3,SL,2026-01-21 12:00:00+00:00,2026-01-21 15:00:00+00:00
EURUSD,LONG,1.1908096588134767,1.18831,2000,-25.0,-5.4,0.3,0.1,24,SL,2026-02-10 13:00:00+00:00,2026-02-11 13:00:00+00:00
EURUSD,SHORT,1.178917237472534,1.18142,2000,-25.0,-5.5,0.3,0.2,54,SL,2026-02-23 11:00:00+00:00,2026-02-25 17:00:00+00:00
EURUSD,SHORT,1.1601774179458617,1.16354,1000,-33.6,-3.51,0.15,0.0,2,SL,2026-03-04 08:00:00+00:00,2026-03-04 10:00:00+00:00
EURUSD,SHORT,1.1630112611770629,1.16551,1000,-25.0,-2.65,0.15,0.0,2,SL,2026-05-18 11:00:00+01:00,2026-05-18 13:00:00+01:00
EURUSD,SHORT,1.1352815114974975,1.13778,1000,-25.0,-2.65,0.15,0.0,21,SL,2026-06-24 18:00:00+01:00,2026-06-25 15:00:00+01:00
EURUSD,SHORT,1.1385131561279296,1.14101,1000,-25.0,-2.65,0.15,0.0,20,SL,2026-07-24 04:00:00+01:00,2026-07-27 01:00:00+01:00
EURUSD,SHORT,1.1389021360397338,1.1414,1000,-25.0,-2.75,0.15,0.1,55,SL,2026-07-27 12:00:00+01:00,2026-07-29 19:00:00+01:00
EURUSD,LONG,1.145263007926941,1.15026,1000,50.0,4.85,0.15,0.0,5,TP,2026-07-30 09:00:00+01:00,2026-07-30 14:00:00+01:00
EURUSD,SHORT,1.1601774179458617,1.16268,1000,-25.0,-2.65,0.15,0.0,15,SL,2026-08-31 10:00:00+01:00,2026-09-01 01:00:00+01:00
EURUSD,SHORT,1.1603120052337645,1.15531,1000,50.0,4.85,0.15,0.0,14,TP,2026-09-11 17:00:00+01:00,2026-09-14 08:00:00+01:00
EURUSD,SHORT,1.1558856451034545,1.15089,1000,50.0,4.75,0.15,0.1,49,TP,2026-09-14 18:00:00+01:00,2026-09-16 19:00:00+01:00
EURUSD,SHORT,1.1481874668121337,1.14732,1000,8.7,0.72,0.15,0.0,49,End of backtest,2026-09-17 16:00:00+01:00,2026-09-21 18:00:00+01:00
