pair,direction,entry_price,exit_price,units,pnl_pips,pnl_usd,spread_cost,swap_cost,bars_held,reason,entry_date,exit_date
EURUSD,SHORT,1.1750381671905517,1.17489,2000,1.5,0.0,0.3,0.0,1,SL,2025-09-25 07:00:00+01:00,2025-09-25 08:00:00+01:00
EURUSD,SHORT,1.1491111003875731,1.14896,2000,1.5,0.0,0.3,0.0,8,SL,2025-11-05 03:00:00+00:00,2025-11-05 11:00:00+00:00
EURUSD,SHORT,1.1744859897613524,1.17434,2000,1.5,0.0,0.3,0.0,1,SL,2025-12-31 13:00:00+00:00,2025-12-31 14:00:00+00:00
EURUSD,SHORT,1.1661307298660277,1.16598,2000,1.5,0.0,0.3,0.0,14,SL,2026-01-13 01:00:00+00:00,2026-01-13 15:00:00+00:00
EURUSD,SHORT,1.1612553083419799,1.16111,2000,1.5,0.0,0.3,0.0,7,SL,2026-01-16 08:00:00+00:00,2026-01-16 15:00:00+00:00
EURUSD,LONG,1.17389672164917,1.1714,2000,-25.0,-5.3,0.3,0.0,3,SL,2026-01-21 12:00:00+00:00,2026-01-21 15:00:00+00:00
EURUSD,LONG,1.1908096588134767,1.19096,1000,1.5,0.0,0.15,0.0,1,SL,2026-02-10 13:00:00+00:00,2026-02-10 14:00:00+00:00
EURUSD,SHORT,1.178917237472534,1.17877,1000,1.5,0.0,0.15,0.0,21,SL,2026-02-23 11:00:00+00:00,2026-02-24 08:00:00+00:00
EURUSD,SHORT,1.1601774179458617,1.16354,1000,-33.6,-3.51,0.15,0.0,2,SL,2026-03-04 08:00:00+00:00,2026-03-04 10:00:00+00:00
EURUSD,SHORT,1.1630112611770629,1.16551,1000,-25.0,-2.65,0.15,0.0,2,SL,2026-05-18 11:00:00+01:00,2026-05-18 13:00:00+01:00
EURUSD,SHORT,1.1352815114974975,1.13513,1000,1.5,0.0,0.15,0.0,19,SL,2026-06-24 18:00:00+01:00,2026-06-25 13:00:00+01:00
EURUSD,SHORT,1.1385131561279296,1.13836,1000,1.5,0.0,0.15,0.0,8,SL,2026-07-24 04:00:00+01:00,2026-07-24 12:00:00+01:00
EURUSD,SHORT,1.1389021360397338,1.13875,1000,1.5,0.0,0.15,0.0,2,SL,2026-07-27 12:00:00+01:00,2026-07-27 14:00:00+01:00
EURUSD,LONG,1.145263007926941,1.14541,1000,1.5,0.0,0.15,0.0,1,SL,2026-07-30 09:00:00+01:00,2026-07-30 10:00:00+01:00
EURUSD,SHORT,1.1601774179458617,1.16268,1000,-25.0,-2.65,0.15,0.0,15,SL,2026-08-31 10:00:00+01:00,2026-09-01 01:00:00+01:00
EURUSD,SHORT,1.1603120052337645,1.15531,1000,50.0,4.85,0.15,0.0,14,TP,2026-09-11 17:00:00+01:00,2026-09-14 08:00:00+01:00
EURUSD,SHORT,1.1558856451034545,1.15574,1000,1.5,-0.05,0.15,0.05,38,SL,2026-09-14 18:00:00+01:00,2026-09-16 08:00:00+01:00
EURUSD,SHORT,1.1481874668121337,1.14804,1000,1.5,-0.05,0.15,0.05,26,SL,2026-09-17 16:00:00+01:00,2026-09-18 18:00:00+01:00
