pair,direction,entry_price,exit_price,units,pnl_pips,pnl_usd,spread_cost,swap_cost,bars_held,reason,entry_date,exit_date
EURUSD,SHORT,1.154284545135498,1.15699,1000,-27.1,-2.96,0.15,0.1,51,SL,2026-04-02 04:00:00+01:00,2026-04-06 08:00:00+01:00
EURUSD,SHORT,1.1746240341186522,1.16941,2000,52.2,10.03,0.3,0.1,38,TP,2026-04-21 21:00:00+01:00,2026-04-23 11:00:00+01:00
EURUSD,SHORT,1.17200810546875,1.17378,2000,-17.7,-3.83,0.3,0.0,15,SL,2026-04-24 16:00:00+01:00,2026-04-27 08:00:00+01:00
EURUSD,SHORT,1.1726953470230101,1.16929,3000,34.0,9.76,0.45,0.0,13,TP,2026-04-27 18:00:00+01:00,2026-04-28 07:00:00+01:00
EURUSD,SHORT,1.1699511491775512,1.17158,3000,-16.3,-5.34,0.45,0.0,3,SL,2026-04-28 13:00:00+01:00,2026-04-28 16:00:00+01:00
EURUSD,SHORT,1.1714589082717894,1.16828,3000,31.7,8.92,0.45,0.15,24,TP,2026-05-13 16:00:00+01:00,2026-05-14 16:00:00+01:00
EURUSD,SHORT,1.1653153383255004,1.16171,3000,36.0,10.36,0.45,0.0,12,TP,2026-05-15 11:00:00+01:00,2026-05-18 00:00:00+01:00
EURUSD,SHORT,1.1638233148574828,1.16531,3000,-14.9,-4.92,0.45,0.0,6,SL,2026-05-18 07:00:00+01:00,2026-05-18 13:00:00+01:00
EURUSD,SHORT,1.1634171688079833,1.16521,2000,-17.9,-3.88,0.3,0.0,1,SL,2026-05-18 19:00:00+01:00,2026-05-18 20:00:00+01:00
EURUSD,SHORT,1.162470408630371,1.159,3000,34.7,9.97,0.45,0.0,22,TP,2026-05-19 11:00:00+01:00,2026-05-20 09:00:00+01:00
EURUSD,SHORT,1.160446711730957,1.16192,3000,-14.7,-4.87,0.45,0.0,4,SL,2026-05-20 11:00:00+01:00,2026-05-20 15:00:00+01:00
EURUSD,SHORT,1.1628759586334227,1.15881,2000,40.7,7.84,0.3,0.0,17,TP,2026-05-20 21:00:00+01:00,2026-05-21 14:00:00+01:00
EURUSD,SHORT,1.1597736560821532,1.16196,2000,-21.8,-4.66,0.3,0.0,4,SL,2026-05-21 14:00:00+01:00,2026-05-21 18:00:00+01:00
EURUSD,SHORT,1.1643654787063598,1.16594,3000,-15.7,-5.46,0.45,0.3,54,SL,2026-05-25 07:00:00+01:00,2026-05-27 13:00:00+01:00
EURUSD,SHORT,1.1612553083419799,1.16253,4000,-12.8,-5.71,0.6,0.0,10,SL,2026-06-04 00:00:00+01:00,2026-06-04 10:00:00+01:00
EURUSD,SHORT,1.1544178211212157,1.15635,2000,-19.3,-4.17,0.3,0.0,19,SL,2026-06-08 15:00:00+01:00,2026-06-09 10:00:00+01:00
EURUSD,SHORT,1.154018112373352,1.15566,3000,-16.5,-5.39,0.45,0.0,7,SL,2026-06-09 23:00:00+01:00,2026-06-10 06:00:00+01:00
EURUSD,SHORT,1.152289220046997,1.14803,2000,42.6,8.21,0.3,0.0,3,TP,2026-06-18 07:00:00+01:00,2026-06-18 10:00:00+01:00
EURUSD,SHORT,1.1488470518112182,1.14353,2000,53.2,10.34,0.3,0.0,14,TP,2026-06-18 15:00:00+01:00,2026-06-19 05:00:00+01:00
EURUSD,SHORT,1.144900747489929,1.14676,2000,-18.6,-4.02,0.3,0.0,1,SL,2026-06-19 08:00:00+01:00,2026-06-19 09:00:00+01:00
EURUSD,SHORT,1.1470020496368407,1.14286,2000,41.4,7.99,0.3,0.0,23,TP,2026-06-19 15:00:00+01:00,2026-06-22 15:00:00+01:00
EURUSD,SHORT,1.1426765405654906,1.13815,2000,45.3,8.56,0.3,0.2,70,TP,2026-06-26 14:00:00+01:00,2026-07-01 13:00:00+01:00
EURUSD,SHORT,1.1422849380493163,1.14359,4000,-13.1,-5.82,0.6,0.0,7,SL,2026-07-06 11:00:00+01:00,2026-07-06 18:00:00+01:00
EURUSD,SHORT,1.1417631589889525,1.14314,3000,-13.8,-4.59,0.45,0.0,3,SL,2026-07-08 05:00:00+01:00,2026-07-08 08:00:00+01:00
EURUSD,SHORT,1.1405910932540892,1.14163,4000,-10.4,-4.77,0.6,0.0,9,SL,2026-07-21 22:00:00+01:00,2026-07-22 07:00:00+01:00
EURUSD,SHORT,1.141241856765747,1.14231,4000,-10.7,-4.88,0.6,0.0,8,SL,2026-07-22 18:00:00+01:00,2026-07-23 02:00:00+01:00
EURUSD,SHORT,1.141372152519226,1.13891,4000,24.6,9.23,0.6,0.0,3,TP,2026-07-23 09:00:00+01:00,2026-07-23 12:00:00+01:00
