pair,direction,entry_price,exit_price,units,pnl_pips,pnl_usd,spread_cost,swap_cost,bars_held,reason,entry_date,exit_date
EURUSD,SHORT,1.0962008916854857,1.0982,2000,-20.0,-4.3,0.3,0.0,19,SL,2024-10-04 16:00:00+01:00,2024-10-07 12:00:00+01:00
EURUSD,SHORT,1.0909383975982665,1.09263,2000,-16.9,-3.69,0.3,0.0,2,SL,2024-10-10 17:00:00+01:00,2024-10-10 19:00:00+01:00
EURUSD,SHORT,1.0839608394622802,1.08381,1000,1.5,0.0,0.15,0.0,1,SL,2024-11-06 01:00:00+00:00,2024-11-06 02:00:00+00:00
EURUSD,SHORT,1.076724001121521,1.07657,1000,1.5,0.0,0.15,0.0,1,SL,2024-11-06 02:00:00+00:00,2024-11-06 03:00:00+00:00
EURUSD,SHORT,1.0486077749252318,1.04846,1000,1.5,0.0,0.15,0.0,7,SL,2024-11-25 00:00:00+00:00,2024-11-25 07:00:00+00:00
EURUSD,SHORT,1.0467415534973143,1.04953,1000,-27.8,-2.93,0.15,0.0,1,SL,2024-11-25 08:00:00+00:00,2024-11-25 09:00:00+00:00
EURUSD,SHORT,1.048827716064453,1.05165,1000,-28.3,-2.98,0.15,0.0,3,SL,2024-11-25 10:00:00+00:00,2024-11-25 13:00:00+00:00
EURUSD,SHORT,1.0530249559402465,1.05287,1000,1.5,0.0,0.15,0.0,1,SL,2024-11-25 13:00:00+00:00,2024-11-25 14:00:00+00:00
EURUSD,SHORT,1.0509221040725707,1.04462,1000,63.0,6.15,0.15,0.0,6,TP,2024-11-25 18:00:00+00:00,2024-11-26 00:00:00+00:00
EURUSD,SHORT,1.0389110528945922,1.04172,1000,-28.1,-2.96,0.15,0.0,7,SL,2024-12-19 02:00:00+00:00,2024-12-19 09:00:00+00:00
EURUSD,SHORT,1.0415081464767455,1.04136,1000,1.5,0.0,0.15,0.0,4,SL,2024-12-19 09:00:00+00:00,2024-12-19 13:00:00+00:00
EURUSD,SHORT,1.0283333742141723,1.03106,1000,-27.3,-2.93,0.15,0.05,24,SL,2025-01-15 16:00:00+00:00,2025-01-16 16:00:00+00:00
EURUSD,SHORT,1.133994051170349,1.13851,1000,-45.2,-4.67,0.15,0.0,16,SL,2025-04-23 17:00:00+01:00,2025-04-24 09:00:00+01:00
EURUSD,SHORT,1.1544178211212157,1.15845,1000,-40.4,-4.19,0.15,0.0,3,SL,2025-08-01 17:00:00+01:00,2025-08-01 20:00:00+01:00
EURUSD,SHORT,1.1569556676864623,1.15681,1000,1.5,-0.05,0.15,0.05,27,SL,2025-08-04 12:00:00+01:00,2025-08-05 15:00:00+01:00
EURUSD,SHORT,1.1740723335266112,1.17392,4000,1.5,0.0,0.6,0.0,1,SL,2025-12-31 06:00:00+00:00,2025-12-31 07:00:00+00:00
EURUSD,SHORT,1.141893573951721,1.14311,3000,-12.2,-4.11,0.45,0.0,5,SL,2026-07-06 12:00:00+01:00,2026-07-06 17:00:00+01:00
EURUSD,SHORT,1.1616600238800048,1.16282,4000,-11.6,-5.25,0.6,0.0,9,SL,2026-09-07 00:00:00+01:00,2026-09-07 09:00:00+01:00
EURUSD,SHORT,1.1616600238800048,1.16266,4000,-10.0,-4.58,0.6,0.0,3,SL,2026-09-08 11:00:00+01:00,2026-09-08 14:00:00+01:00
EURUSD,SHORT,1.1556184970855712,1.15547,3000,1.5,0.0,0.45,0.0,6,SL,2026-09-14 07:00:00+01:00,2026-09-14 13:00:00+01:00
EURUSD,SHORT,1.1534856044769286,1.15495,3000,-14.7,-4.85,0.45,0.0,3,SL,2026-09-14 13:00:00+01:00,2026-09-14 16:00:00+01:00
EURUSD,SHORT,1.1537517988204955,1.15489,3000,-11.4,-3.86,0.45,0.0,7,SL,2026-09-15 06:00:00+01:00,2026-09-15 13:00:00+01:00
