pair,direction,entry_price,exit_price,units,pnl_pips,pnl_usd,spread_cost,swap_cost,bars_held,reason,entry_date,exit_date
GBPUSD,LONG,1.3423318183898927,1.33894,1000,-34.0,-3.65,0.15,0.1,60,SL,2025-10-16 16:00:00+01:00,2025-10-21 05:00:00+01:00
GBPUSD,SHORT,1.3209888422012328,1.31499,1000,60.0,5.85,0.15,0.0,7,TP,2025-10-30 05:00:00+00:00,2025-10-30 12:00:00+00:00
GBPUSD,LONG,1.36802034740448,1.37402,1000,60.0,5.85,0.15,0.0,7,TP,2026-01-27 05:00:00+00:00,2026-01-27 12:00:00+00:00
GBPUSD,LONG,1.3786758697509767,1.37412,1000,-45.5,-4.75,0.15,0.05,36,SL,2026-01-28 14:00:00+00:00,2026-01-30 02:00:00+00:00
GBPUSD,LONG,1.3779919660568238,1.37333,1000,-46.6,-4.81,0.15,0.0,4,SL,2026-01-30 11:00:00+00:00,2026-01-30 15:00:00+00:00
GBPUSD,SHORT,1.3563420259475707,1.35034,1000,60.0,5.85,0.15,0.0,21,TP,2026-02-17 22:00:00+00:00,2026-02-18 19:00:00+00:00
GBPUSD,SHORT,1.349077173423767,1.35223,1000,-31.6,-3.31,0.15,0.0,3,SL,2026-02-23 11:00:00+00:00,2026-02-23 14:00:00+00:00
GBPUSD,SHORT,1.3528186761856078,1.34682,1000,60.0,5.85,0.15,0.0,8,TP,2026-02-26 09:00:00+00:00,2026-02-26 17:00:00+00:00
GBPUSD,SHORT,1.3490589344024657,1.34306,1000,60.0,5.85,0.15,0.0,18,TP,2026-02-27 05:00:00+00:00,2026-03-02 00:00:00+00:00
GBPUSD,SHORT,1.3397321187973021,1.33063,1000,91.0,8.95,0.15,0.0,20,TP,2026-03-02 12:00:00+00:00,2026-03-03 08:00:00+00:00
GBPUSD,SHORT,1.3325547658920287,1.33754,1000,-49.9,-5.14,0.15,0.0,9,SL,2026-03-04 01:00:00+00:00,2026-03-04 10:00:00+00:00
GBPUSD,SHORT,1.325069376182556,1.32846,1000,-33.9,-3.54,0.15,0.0,8,SL,2026-03-16 04:00:00+00:00,2026-03-16 12:00:00+00:00
GBPUSD,LONG,1.3413703954696656,1.33623,1000,-51.4,-5.29,0.15,0.0,11,SL,2026-03-24 06:00:00+00:00,2026-03-24 17:00:00+00:00
GBPUSD,SHORT,1.3197388135910033,1.32288,1000,-31.5,-3.3,0.15,0.0,7,SL,2026-03-31 05:00:00+01:00,2026-03-31 12:00:00+01:00
GBPUSD,SHORT,1.32345754737854,1.32745,1000,-39.9,-4.24,0.15,0.1,63,SL,2026-04-02 17:00:00+01:00,2026-04-07 09:00:00+01:00
GBPUSD,LONG,1.3569168365478517,1.35392,1000,-30.0,-3.15,0.15,0.0,19,SL,2026-04-15 15:00:00+01:00,2026-04-16 10:00:00+01:00
GBPUSD,LONG,1.3593551433563233,1.35636,1000,-30.0,-3.15,0.15,0.0,3,SL,2026-05-04 06:00:00+01:00,2026-05-04 09:00:00+01:00
GBPUSD,SHORT,1.3421959363937377,1.3452,1000,-30.0,-3.15,0.15,0.0,4,SL,2026-06-04 08:00:00+01:00,2026-06-04 12:00:00+01:00
GBPUSD,SHORT,1.3342974864959716,1.33765,1000,-33.5,-3.5,0.15,0.0,18,SL,2026-06-08 15:00:00+01:00,2026-06-09 09:00:00+01:00
GBPUSD,SHORT,1.3320755445480346,1.33508,1000,-30.0,-3.15,0.15,0.0,14,SL,2026-07-24 09:00:00+01:00,2026-07-27 00:00:00+01:00
GBPUSD,SHORT,1.336169549179077,1.33917,1000,-30.0,-3.15,0.15,0.0,12,SL,2026-09-18 06:00:00+01:00,2026-09-18 18:00:00+01:00
