pair,direction,entry_price,exit_price,units,pnl_pips,pnl_usd,spread_cost,swap_cost,bars_held,reason,entry_date,exit_date
EURUSD,SHORT,1.1750381671905517,1.16904,1000,60.0,5.85,0.15,0.0,7,TP,2025-09-25 07:00:00+01:00,2025-09-25 14:00:00+01:00
EURUSD,SHORT,1.1491111003875731,1.15211,1000,-30.0,-3.2,0.15,0.05,29,SL,2025-11-05 03:00:00+00:00,2025-11-06 08:00:00+00:00
EURUSD,SHORT,1.1744859897613524,1.16849,1000,60.0,5.8,0.15,0.05,44,TP,2025-12-31 13:00:00+00:00,2026-01-05 03:00:00+00:00
EURUSD,SHORT,1.1661307298660277,1.16013,1000,60.0,5.75,0.15,0.1,61,TP,2026-01-13 01:00:00+00:00,2026-01-15 14:00:00+00:00
EURUSD,SHORT,1.1612553083419799,1.16426,1000,-30.0,-3.15,0.15,0.0,22,SL,2026-01-16 08:00:00+00:00,2026-01-19 07:00:00+00:00
EURUSD,LONG,1.17389672164917,1.1709,1000,-30.0,-3.15,0.15,0.0,3,SL,2026-01-21 12:00:00+00:00,2026-01-21 15:00:00+00:00
EURUSD,LONG,1.1908096588134767,1.18781,1000,-30.0,-3.2,0.15,0.05,24,SL,2026-02-10 13:00:00+00:00,2026-02-11 13:00:00+00:00
EURUSD,SHORT,1.178917237472534,1.18192,1000,-30.0,-3.25,0.15,0.1,61,SL,2026-02-23 11:00:00+00:00,2026-02-26 00:00:00+00:00
EURUSD,SHORT,1.1601774179458617,1.16391,1000,-37.4,-3.89,0.15,0.0,2,SL,2026-03-04 08:00:00+00:00,2026-03-04 10:00:00+00:00
EURUSD,SHORT,1.1630112611770629,1.16601,1000,-30.0,-3.15,0.15,0.0,2,SL,2026-05-18 11:00:00+01:00,2026-05-18 13:00:00+01:00
EURUSD,SHORT,1.1352815114974975,1.13828,1000,-30.0,-3.15,0.15,0.0,21,SL,2026-06-24 18:00:00+01:00,2026-06-25 15:00:00+01:00
EURUSD,SHORT,1.1385131561279296,1.14151,1000,-30.0,-3.15,0.15,0.0,20,SL,2026-07-24 04:00:00+01:00,2026-07-27 01:00:00+01:00
EURUSD,SHORT,1.1389021360397338,1.1419,1000,-30.0,-3.25,0.15,0.1,55,SL,2026-07-27 12:00:00+01:00,2026-07-29 19:00:00+01:00
EURUSD,LONG,1.145263007926941,1.15126,1000,60.0,5.85,0.15,0.0,5,TP,2026-07-30 09:00:00+01:00,2026-07-30 14:00:00+01:00
EURUSD,SHORT,1.1601774179458617,1.16318,1000,-30.0,-3.3,0.15,0.15,75,SL,2026-08-31 10:00:00+01:00,2026-09-03 13:00:00+01:00
EURUSD,SHORT,1.1603120052337645,1.15431,1000,60.0,5.85,0.15,0.0,15,TP,2026-09-11 17:00:00+01:00,2026-09-14 09:00:00+01:00
EURUSD,SHORT,1.1558856451034545,1.14989,1000,60.0,5.75,0.15,0.1,49,TP,2026-09-14 18:00:00+01:00,2026-09-16 19:00:00+01:00
EURUSD,SHORT,1.1481874668121337,1.14732,1000,8.7,0.72,0.15,0.0,49,End of backtest,2026-09-17 16:00:00+01:00,2026-09-21 18:00:00+01:00
