pair,direction,entry_price,exit_price,units,pnl_pips,pnl_usd,spread_cost,swap_cost,bars_held,reason,entry_date,exit_date
EURUSD,SHORT,1.103581019592285,1.10464,4000,-10.6,-4.85,0.6,0.0,4,SL,2024-10-03 05:00:00+01:00,2024-10-03 09:00:00+01:00
EURUSD,SHORT,1.097885914993286,1.09934,3000,-14.6,-4.97,0.45,0.15,35,SL,2024-10-04 20:00:00+01:00,2024-10-08 08:00:00+01:00
EURUSD,SHORT,1.0944011890411376,1.09281,4000,15.9,5.78,0.6,0.0,13,TP,2024-10-10 00:00:00+01:00,2024-10-10 13:00:00+01:00
EURUSD,SHORT,1.0936828338623046,1.09507,3000,-13.8,-4.6,0.45,0.0,13,SL,2024-10-10 20:00:00+01:00,2024-10-11 09:00:00+01:00
EURUSD,SHORT,1.0822010719299315,1.08036,4000,18.4,6.56,0.6,0.2,24,TP,2024-10-28 11:00:00+00:00,2024-10-29 11:00:00+00:00
EURUSD,SHORT,1.0846663200378417,1.08102,2000,36.5,6.99,0.3,0.0,2,TP,2024-11-06 00:00:00+00:00,2024-11-06 02:00:00+00:00
EURUSD,SHORT,1.076724001121521,1.07932,1000,-26.0,-2.75,0.15,0.0,3,SL,2024-11-06 02:00:00+00:00,2024-11-06 05:00:00+00:00
EURUSD,SHORT,1.076260396194458,1.07044,1000,58.2,5.67,0.15,0.0,6,TP,2024-11-06 05:00:00+00:00,2024-11-06 11:00:00+00:00
EURUSD,SHORT,1.056809016418457,1.05269,2000,41.2,7.94,0.3,0.0,17,TP,2024-11-13 16:00:00+00:00,2024-11-14 09:00:00+00:00
EURUSD,SHORT,1.057815262031555,1.05362,2000,42.0,8.09,0.3,0.0,5,TP,2024-11-14 15:00:00+00:00,2024-11-14 20:00:00+00:00
EURUSD,SHORT,1.0593842947006225,1.05617,2000,32.1,6.13,0.3,0.0,14,TP,2024-11-18 19:00:00+00:00,2024-11-19 09:00:00+00:00
EURUSD,SHORT,1.0553589546203612,1.0572,2000,-18.4,-3.98,0.3,0.0,3,SL,2024-11-19 09:00:00+00:00,2024-11-19 12:00:00+00:00
EURUSD,SHORT,1.0588232957839965,1.06097,2000,-21.4,-4.59,0.3,0.0,8,SL,2024-11-19 15:00:00+00:00,2024-11-19 23:00:00+00:00
EURUSD,SHORT,1.0477287256240844,1.04965,2000,-19.2,-4.13,0.3,0.0,16,SL,2024-11-21 16:00:00+00:00,2024-11-22 08:00:00+00:00
EURUSD,SHORT,1.0486077749252318,1.0512,1000,-25.9,-2.74,0.15,0.0,13,SL,2024-11-25 00:00:00+00:00,2024-11-25 13:00:00+00:00
EURUSD,SHORT,1.0530249559402465,1.04863,2000,43.9,8.49,0.3,0.0,3,TP,2024-11-25 13:00:00+00:00,2024-11-25 16:00:00+00:00
EURUSD,SHORT,1.047948309135437,1.05052,2000,-25.7,-5.44,0.3,0.0,2,SL,2024-11-25 16:00:00+00:00,2024-11-25 18:00:00+00:00
EURUSD,SHORT,1.0509221040725707,1.0463,2000,46.2,8.94,0.3,0.0,5,TP,2024-11-25 18:00:00+00:00,2024-11-25 23:00:00+00:00
EURUSD,SHORT,1.0523600065231322,1.05394,3000,-15.8,-5.2,0.45,0.0,2,SL,2024-12-02 05:00:00+00:00,2024-12-02 07:00:00+00:00
EURUSD,SHORT,1.0504805528640746,1.05226,2000,-17.8,-3.85,0.3,0.0,3,SL,2024-12-02 07:00:00+00:00,2024-12-02 10:00:00+00:00
EURUSD,SHORT,1.0503701650619506,1.04684,2000,35.3,6.76,0.3,0.0,3,TP,2024-12-02 12:00:00+00:00,2024-12-02 15:00:00+00:00
EURUSD,SHORT,1.050259896469116,1.05238,2000,-21.2,-4.54,0.3,0.0,12,SL,2024-12-02 20:00:00+00:00,2024-12-03 08:00:00+00:00
EURUSD,SHORT,1.0351466619491576,1.0376,2000,-24.5,-5.21,0.3,0.0,3,SL,2024-12-18 21:00:00+00:00,2024-12-19 00:00:00+00:00
EURUSD,SHORT,1.0376172744750976,1.04001,2000,-23.9,-5.09,0.3,0.0,7,SL,2024-12-19 00:00:00+00:00,2024-12-19 07:00:00+00:00
EURUSD,SHORT,1.039883443069458,1.04189,2000,-20.0,-4.31,0.3,0.0,2,SL,2024-12-19 07:00:00+00:00,2024-12-19 09:00:00+00:00
EURUSD,SHORT,1.0415081464767455,1.03785,2000,36.6,7.01,0.3,0.0,7,TP,2024-12-19 09:00:00+00:00,2024-12-19 16:00:00+00:00
EURUSD,SHORT,1.0391269409179686,1.04073,3000,-16.0,-5.26,0.45,0.0,1,SL,2024-12-20 12:00:00+00:00,2024-12-20 13:00:00+00:00
EURUSD,SHORT,1.0410744630813598,1.04281,2000,-17.4,-3.78,0.3,0.0,3,SL,2024-12-20 13:00:00+00:00,2024-12-20 16:00:00+00:00
EURUSD,SHORT,1.042159506034851,1.04324,4000,-10.8,-4.91,0.6,0.0,15,SL,2024-12-26 20:00:00+00:00,2024-12-27 11:00:00+00:00
EURUSD,SHORT,1.0297101222991942,1.03137,3000,-16.6,-5.43,0.45,0.0,5,SL,2025-01-08 11:00:00+00:00,2025-01-08 16:00:00+00:00
EURUSD,SHORT,1.0244351112365722,1.02143,3000,30.0,8.56,0.45,0.0,4,TP,2025-01-13 00:00:00+00:00,2025-01-13 04:00:00+00:00
EURUSD,SHORT,1.029604026031494,1.03161,2000,-20.1,-4.31,0.3,0.0,17,SL,2025-01-14 15:00:00+00:00,2025-01-15 08:00:00+00:00
EURUSD,SHORT,1.0298160993576049,1.03128,3000,-14.6,-4.83,0.45,0.0,1,SL,2025-01-15 08:00:00+00:00,2025-01-15 09:00:00+00:00
EURUSD,SHORT,1.0301343881607055,1.03162,3000,-14.8,-4.9,0.45,0.0,1,SL,2025-01-15 12:00:00+00:00,2025-01-15 13:00:00+00:00
EURUSD,SHORT,1.028544970703125,1.03067,2000,-21.3,-4.56,0.3,0.0,22,SL,2025-01-15 17:00:00+00:00,2025-01-16 15:00:00+00:00
EURUSD,SHORT,1.0329011165618895,1.03501,2000,-21.1,-4.61,0.3,0.1,43,SL,2025-02-07 20:00:00+00:00,2025-02-11 16:00:00+00:00
EURUSD,SHORT,1.0415081464767455,1.03816,2000,33.5,6.3,0.3,0.1,27,TP,2025-02-27 15:00:00+00:00,2025-02-28 18:00:00+00:00
EURUSD,SHORT,1.0853727542877196,1.08213,2000,32.5,6.19,0.3,0.0,4,TP,2025-03-20 09:00:00+00:00,2025-03-20 13:00:00+00:00
EURUSD,SHORT,1.0827869855880736,1.08469,2000,-19.0,-4.1,0.3,0.0,2,SL,2025-03-20 13:00:00+00:00,2025-03-20 15:00:00+00:00
EURUSD,SHORT,1.0849017583847045,1.0813,2000,36.0,6.79,0.3,0.1,24,TP,2025-03-20 15:00:00+00:00,2025-03-21 15:00:00+00:00
EURUSD,SHORT,1.08114797706604,1.08293,2000,-17.8,-3.86,0.3,0.0,3,SL,2025-03-21 15:00:00+00:00,2025-03-21 18:00:00+00:00
EURUSD,SHORT,1.081732817840576,1.08341,2000,-16.8,-3.66,0.3,0.0,2,SL,2025-03-21 20:00:00+00:00,2025-03-24 00:00:00+00:00
EURUSD,SHORT,1.0789313995361327,1.08089,2000,-19.6,-4.22,0.3,0.0,1,SL,2025-03-24 17:00:00+00:00,2025-03-24 18:00:00+00:00
EURUSD,SHORT,1.0781170808792113,1.07967,3000,-15.5,-5.1,0.45,0.0,8,SL,2025-03-27 03:00:00+00:00,2025-03-27 11:00:00+00:00
EURUSD,SHORT,1.0796304428100585,1.08151,2000,-18.8,-4.07,0.3,0.0,1,SL,2025-03-31 16:00:00+01:00,2025-03-31 17:00:00+01:00
EURUSD,SHORT,1.1352815114974975,1.13845,1000,-31.7,-3.32,0.15,0.0,1,SL,2025-04-23 00:00:00+01:00,2025-04-23 01:00:00+01:00
EURUSD,SHORT,1.1352815114974975,1.13889,1000,-36.1,-3.76,0.15,0.0,18,SL,2025-04-23 15:00:00+01:00,2025-04-24 09:00:00+01:00
EURUSD,SHORT,1.1311717712402343,1.13306,2000,-18.9,-4.07,0.3,0.0,7,SL,2025-05-01 02:00:00+01:00,2025-05-01 09:00:00+01:00
EURUSD,SHORT,1.1288730585098266,1.13111,2000,-22.3,-4.77,0.3,0.0,9,SL,2025-05-01 19:00:00+01:00,2025-05-02 04:00:00+01:00
EURUSD,SHORT,1.1348949157714843,1.13704,2000,-21.4,-4.59,0.3,0.0,2,SL,2025-05-02 12:00:00+01:00,2025-05-02 14:00:00+01:00
EURUSD,SHORT,1.133222886276245,1.13607,1000,-28.4,-2.99,0.15,0.0,20,SL,2025-05-02 16:00:00+01:00,2025-05-05 13:00:00+01:00
EURUSD,SHORT,1.1231668674468993,1.12556,1000,-23.9,-2.54,0.15,0.0,11,SL,2025-05-08 21:00:00+01:00,2025-05-09 08:00:00+01:00
EURUSD,SHORT,1.1254424535751342,1.12745,2000,-20.1,-4.32,0.3,0.0,7,SL,2025-05-09 08:00:00+01:00,2025-05-09 15:00:00+01:00
EURUSD,SHORT,1.1140319787979125,1.1088,1000,52.3,5.08,0.15,0.0,2,TP,2025-05-12 09:00:00+01:00,2025-05-12 11:00:00+01:00
EURUSD,SHORT,1.1084745609283446,1.11153,1000,-30.6,-3.21,0.15,0.0,1,SL,2025-05-12 11:00:00+01:00,2025-05-12 12:00:00+01:00
EURUSD,SHORT,1.1111845457077025,1.11437,1000,-31.9,-3.39,0.15,0.05,26,SL,2025-05-12 12:00:00+01:00,2025-05-13 14:00:00+01:00
EURUSD,SHORT,1.117767997932434,1.11984,2000,-20.7,-4.44,0.3,0.0,7,SL,2025-05-13 16:00:00+01:00,2025-05-13 23:00:00+01:00
EURUSD,SHORT,1.1197708332061767,1.12146,2000,-16.9,-3.68,0.3,0.0,9,SL,2025-05-13 23:00:00+01:00,2025-05-14 08:00:00+01:00
EURUSD,SHORT,1.1235454761505126,1.11973,2000,38.2,7.34,0.3,0.0,6,TP,2025-05-14 11:00:00+01:00,2025-05-14 17:00:00+01:00
EURUSD,SHORT,1.119394727897644,1.12173,1000,-23.4,-2.49,0.15,0.0,14,SL,2025-05-14 17:00:00+01:00,2025-05-15 07:00:00+01:00
EURUSD,SHORT,1.1230407440185546,1.11968,2000,33.6,6.41,0.3,0.0,5,TP,2025-05-15 07:00:00+01:00,2025-05-15 12:00:00+01:00
EURUSD,SHORT,1.1183931314468383,1.12034,2000,-19.5,-4.2,0.3,0.0,1,SL,2025-05-15 12:00:00+01:00,2025-05-15 13:00:00+01:00
EURUSD,SHORT,1.1214034044265746,1.11759,2000,38.1,7.32,0.3,0.0,4,TP,2025-05-15 13:00:00+01:00,2025-05-15 17:00:00+01:00
EURUSD,SHORT,1.1481874668121337,1.15041,2000,-22.2,-4.74,0.3,0.0,9,SL,2025-06-17 19:00:00+01:00,2025-06-18 04:00:00+01:00
EURUSD,SHORT,1.1696774446487426,1.17119,2000,-15.1,-3.32,0.3,0.0,4,SL,2025-07-11 10:00:00+01:00,2025-07-11 14:00:00+01:00
