pair,direction,entry_price,exit_price,units,pnl_pips,pnl_usd,spread_cost,swap_cost,bars_held,reason,entry_date,exit_date
USDJPY,SHORT,152.10899841308594,152.49286,1000,-38.4,-2.71,0.1,0.0,3,SL,2024-11-01 01:00:00+00:00,2024-11-01 04:00:00+00:00
USDJPY,SHORT,152.01700317382813,152.38423,1000,-36.7,-2.6,0.1,0.0,8,SL,2024-11-04 16:00:00+00:00,2024-11-05 00:00:00+00:00
USDJPY,SHORT,150.09900390625,150.46696,1000,-36.8,-2.6,0.1,0.0,11,SL,2024-11-29 05:00:00+00:00,2024-11-29 16:00:00+00:00
USDJPY,SHORT,149.58499633789063,150.02315,1000,-43.8,-3.08,0.1,0.0,6,SL,2024-11-29 17:00:00+00:00,2024-12-02 00:00:00+00:00
USDJPY,SHORT,150.1949969482422,150.5771,1000,-38.2,-2.7,0.1,0.0,2,SL,2024-12-02 00:00:00+00:00,2024-12-02 02:00:00+00:00
USDJPY,SHORT,150.32399475097657,149.63026,1000,69.4,4.62,0.1,0.0,10,TP,2024-12-02 06:00:00+00:00,2024-12-02 16:00:00+00:00
USDJPY,SHORT,149.53299438476563,149.95411,1000,-42.1,-2.97,0.1,0.0,5,SL,2024-12-02 20:00:00+00:00,2024-12-03 01:00:00+00:00
USDJPY,SHORT,150.88300048828125,150.18746,1000,69.6,4.63,0.1,0.0,5,TP,2024-12-04 11:00:00+00:00,2024-12-04 16:00:00+00:00
USDJPY,SHORT,150.32899963378907,149.59486,1000,73.4,4.86,0.1,0.03,36,TP,2024-12-05 02:00:00+00:00,2024-12-06 14:00:00+00:00
USDJPY,SHORT,155.9760028076172,156.28085,1000,-30.5,-2.17,0.1,0.0,7,SL,2025-01-20 00:00:00+00:00,2025-01-20 07:00:00+00:00
USDJPY,SHORT,152.13300048828125,152.55108,1000,-41.8,-2.94,0.1,0.0,5,SL,2025-02-05 15:00:00+00:00,2025-02-05 20:00:00+00:00
USDJPY,SHORT,152.01900207519532,152.39234,1000,-37.3,-2.64,0.1,0.0,4,SL,2025-02-06 01:00:00+00:00,2025-02-06 05:00:00+00:00
USDJPY,SHORT,151.68199645996094,152.05252,1000,-37.1,-2.62,0.1,0.0,2,SL,2025-02-06 15:00:00+00:00,2025-02-06 17:00:00+00:00
USDJPY,SHORT,151.33299743652344,151.72403,1000,-39.1,-2.76,0.1,0.0,8,SL,2025-02-06 18:00:00+00:00,2025-02-07 02:00:00+00:00
USDJPY,SHORT,151.9449969482422,151.23839,1000,70.7,4.7,0.1,0.0,3,TP,2025-02-07 13:00:00+00:00,2025-02-07 16:00:00+00:00
