pair,direction,entry_price,exit_price,units,pnl_pips,pnl_usd,spread_cost,swap_cost,bars_held,reason,entry_date,exit_date
EURUSD,SHORT,1.1537517988204955,1.15049,2000,32.6,6.22,0.3,0.0,15,TP,2026-03-26 21:00:00+00:00,2026-03-27 12:00:00+00:00
EURUSD,SHORT,1.154284545135498,1.15632,2000,-20.3,-4.56,0.3,0.2,51,SL,2026-04-02 04:00:00+01:00,2026-04-06 08:00:00+01:00
EURUSD,SHORT,1.1746240341186522,1.17641,2000,-17.9,-3.88,0.3,0.0,9,SL,2026-04-21 21:00:00+01:00,2026-04-22 06:00:00+01:00
EURUSD,SHORT,1.1714589082717894,1.16923,4000,22.3,8.32,0.6,0.0,10,TP,2026-04-23 01:00:00+01:00,2026-04-23 11:00:00+01:00
EURUSD,SHORT,1.1713216983795165,1.16875,3000,25.7,7.25,0.45,0.0,3,TP,2026-04-23 15:00:00+01:00,2026-04-23 18:00:00+01:00
EURUSD,SHORT,1.1706360065460204,1.17183,4000,-12.0,-5.39,0.6,0.0,1,SL,2026-04-24 11:00:00+01:00,2026-04-24 12:00:00+01:00
EURUSD,SHORT,1.171733447265625,1.17299,4000,-12.6,-5.63,0.6,0.0,7,SL,2026-04-24 18:00:00+01:00,2026-04-27 02:00:00+01:00
EURUSD,SHORT,1.1726953470230101,1.17056,4000,21.4,7.96,0.6,0.0,13,TP,2026-04-27 18:00:00+01:00,2026-04-28 07:00:00+01:00
EURUSD,SHORT,1.1699511491775512,1.17117,4000,-12.2,-5.49,0.6,0.0,3,SL,2026-04-28 13:00:00+01:00,2026-04-28 16:00:00+01:00
EURUSD,SHORT,1.1696774446487426,1.17127,3000,-15.9,-5.23,0.45,0.0,22,SL,2026-05-04 18:00:00+01:00,2026-05-05 16:00:00+01:00
EURUSD,SHORT,1.1735211097717284,1.17465,4000,-11.3,-5.11,0.6,0.0,2,SL,2026-05-12 18:00:00+01:00,2026-05-12 20:00:00+01:00
EURUSD,SHORT,1.1739345275878905,1.1722,4000,17.3,6.33,0.6,0.0,4,TP,2026-05-13 03:00:00+01:00,2026-05-13 07:00:00+01:00
EURUSD,SHORT,1.1714589082717894,1.16943,4000,20.3,7.3,0.6,0.2,24,TP,2026-05-13 14:00:00+01:00,2026-05-14 14:00:00+01:00
EURUSD,SHORT,1.1653153383255004,1.16305,4000,22.6,8.46,0.6,0.0,2,TP,2026-05-15 11:00:00+01:00,2026-05-15 13:00:00+01:00
EURUSD,SHORT,1.1638233148574828,1.16494,4000,-11.2,-5.07,0.6,0.0,5,SL,2026-05-18 07:00:00+01:00,2026-05-18 12:00:00+01:00
EURUSD,SHORT,1.165179558944702,1.16282,3000,23.6,6.62,0.45,0.0,15,TP,2026-05-18 18:00:00+01:00,2026-05-19 09:00:00+01:00
EURUSD,SHORT,1.1622000419616698,1.1601,4000,21.0,7.8,0.6,0.0,5,TP,2026-05-19 10:00:00+01:00,2026-05-19 15:00:00+01:00
EURUSD,SHORT,1.1615250789642333,1.15928,4000,22.4,8.36,0.6,0.0,15,TP,2026-05-19 18:00:00+01:00,2026-05-20 09:00:00+01:00
