entry_date,exit_date,type,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission
2026-08-31 09:30:00-04:00,2026-08-31 09:45:00-04:00,long,1.956,2.0332,13,1.9169,2.0342,1.0,3.95,Take-profit,0.13
2026-08-31 09:45:00-04:00,2026-08-31 10:00:00-04:00,long,1.976,2.054,14,1.9365,2.055,1.09,3.95,Take-profit,0.14
2026-08-31 10:00:00-04:00,2026-08-31 10:15:00-04:00,long,2.096,2.0531,13,2.0541,2.1799,-0.56,-2.05,Stop-loss,0.13
2026-08-31 10:15:00-04:00,2026-08-31 11:45:00-04:00,long,2.0144,2.094,13,1.9741,2.095,1.03,3.95,Take-profit,0.13
2026-08-31 11:45:00-04:00,2026-08-31 12:00:00-04:00,long,2.1611,2.1168,13,2.1179,2.2475,-0.58,-2.05,Stop-loss,0.13
2026-08-31 12:00:00-04:00,2026-08-31 12:30:00-04:00,long,2.0711,2.1529,13,2.0297,2.154,1.06,3.95,Take-profit,0.13
2026-08-31 12:30:00-04:00,2026-08-31 12:45:00-04:00,long,2.2311,2.1854,13,2.1865,2.3204,-0.59,-2.05,Stop-loss,0.13
2026-08-31 12:45:00-04:00,2026-08-31 13:15:00-04:00,long,2.1811,2.4877,13,1.9759,2.4889,3.99,14.06,Take-profit,0.13
2026-08-31 13:15:00-04:00,2026-08-31 13:30:00-04:00,long,2.5413,2.2915,12,2.2926,2.9143,-3.0,-9.83,Stop-loss,0.12
2026-08-31 13:30:00-04:00,2026-08-31 13:45:00-04:00,long,2.2511,1.9693,12,1.9703,2.6723,-3.38,-12.52,Stop-loss,0.12
2026-08-31 13:45:00-04:00,2026-09-01 14:30:00-04:00,long,2.2111,2.6864,11,1.8934,2.6877,5.23,21.49,Take-profit,0.11
2026-09-01 14:30:00-04:00,2026-09-01 15:45:00-04:00,long,2.6013,2.8325,11,2.4462,2.8339,2.54,8.89,Take-profit,0.11
2026-09-01 15:45:00-04:00,2026-09-02 09:30:00-04:00,long,2.8232,3.0949,11,2.6411,3.0964,2.99,9.62,Take-profit,0.11
2026-09-02 09:30:00-04:00,2026-09-02 09:45:00-04:00,long,3.194,2.9504,11,2.9519,3.5572,-2.68,-7.63,Stop-loss,0.11
2026-09-02 09:45:00-04:00,2026-09-03 09:30:00-04:00,long,2.9015,3.3187,11,2.6222,3.3204,4.59,14.38,Take-profit,0.11
2026-09-03 09:30:00-04:00,2026-09-04 10:15:00-04:00,long,3.7019,4.2938,9,3.3059,4.2959,5.33,15.99,Take-profit,0.09
