entry_date,exit_date,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission
2025-11-14 00:00:00-05:00,2025-12-02 00:00:00-05:00,35.5378,40.656,140,32.112,40.6763,715.84,14.4,Take-profit,1.4
2025-12-11 00:00:00-05:00,2025-12-24 00:00:00-05:00,39.5298,35.2364,127,35.254,45.9433,-545.9,-10.86,Stop-loss,1.27
2025-12-24 00:00:00-05:00,2026-01-05 00:00:00-05:00,36.1781,41.1203,138,32.8695,41.1409,681.34,13.66,Take-profit,1.38
2026-01-05 00:00:00-05:00,2026-01-07 00:00:00-05:00,39.3897,43.7971,128,36.4368,43.819,563.51,11.19,Take-profit,1.28
2026-01-07 00:00:00-05:00,2026-01-13 00:00:00-05:00,42.6513,47.8474,118,39.1713,47.8713,612.55,12.18,Take-profit,1.18
2026-01-13 00:00:00-05:00,2026-01-21 00:00:00-05:00,47.3136,53.9038,107,42.9022,53.9308,704.62,13.93,Take-profit,1.07
2026-01-21 00:00:00-05:00,2026-01-23 00:00:00-05:00,54.2771,48.1959,94,48.22,63.3628,-572.1,-11.2,Stop-loss,0.94
2026-01-23 00:00:00-05:00,2026-04-08 00:00:00-04:00,45.0925,55.8046,113,37.9325,55.8325,1209.9,23.76,Take-profit,1.13
2026-04-08 00:00:00-04:00,2026-04-16 00:00:00-04:00,58.9795,68.5045,87,52.6066,68.5388,828.24,16.15,Take-profit,0.87
2026-04-21 00:00:00-04:00,2026-04-24 00:00:00-04:00,66.2931,76.9496,78,59.1631,76.9881,830.82,16.07,Take-profit,0.78
2026-05-15 00:00:00-04:00,2026-05-21 00:00:00-04:00,108.8244,118.4408,48,90.4401,136.4008,461.34,8.84,Sell signal,0.48
2026-06-01 00:00:00-04:00,2026-06-12 00:00:00-04:00,109.3847,124.5077,48,90.7775,137.2954,725.66,13.83,Sell signal,0.48
2026-07-13 00:00:00-04:00,2026-07-28 00:00:00-04:00,103.1716,83.06,51,83.1016,133.2766,-1025.94,-19.49,Stop-loss,0.51
2026-07-28 00:00:00-04:00,2026-08-13 00:00:00-04:00,86.3432,104.5077,60,71.426,108.7189,1089.57,21.04,Sell signal,0.6
2026-08-19 00:00:00-04:00,2026-08-28 00:00:00-04:00,92.8464,91.6891,57,80.3107,111.65,-66.25,-1.25,End of backtest,0.57
