entry_date,exit_date,type,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission,funded_by_unsettled
2025-10-09 00:00:00-04:00,2025-10-28 00:00:00-04:00,long,2.3512,2.0304,11,2.0314286691801886,3.6166,-5.53,-13.64,Stop-loss,2.0,False
2026-02-27 00:00:00-05:00,2026-03-02 00:00:00-05:00,long,0.9685,0.8926,12,0.7225,1.3375,-2.91,-7.84,Sell signal,2.0,False
2026-03-05 00:00:00-05:00,2026-03-09 00:00:00-04:00,long,1.0005,0.725,18,0.7254,1.4132,-6.96,-27.53,Stop-loss,2.0,False
2026-08-10 00:00:00-04:00,2026-08-27 00:00:00-04:00,long,0.7003,0.6047,18,0.5656,0.9025,-3.72,-13.65,Sell signal,2.0,False
