entry_date,exit_date,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission
2025-09-22 00:00:00-04:00,2025-10-14 00:00:00-04:00,18.3592,22.7449,1,13.4735,22.7563,4.38,23.89,Take-profit,0.01
2025-11-20 00:00:00-05:00,2025-12-03 00:00:00-05:00,10.2451,12.4638,3,4.3058,15.5905,6.64,21.66,Sell signal,0.03
2025-12-26 00:00:00-05:00,2026-01-12 00:00:00-05:00,9.5948,10.6447,3,6.1591,12.6869,3.13,10.94,Sell signal,0.03
2026-02-05 00:00:00-05:00,2026-02-06 00:00:00-05:00,6.7334,8.2359,5,2.3191,10.7062,7.49,22.31,Sell signal,0.05
2026-02-12 00:00:00-05:00,2026-02-27 00:00:00-05:00,7.2536,8.9355,6,3.1143,10.979,10.06,23.19,Sell signal,0.06
2026-03-06 00:00:00-05:00,2026-03-13 00:00:00-04:00,8.014,9.3153,6,4.089,11.5465,7.78,16.24,Sell signal,0.06
2026-04-08 00:00:00-04:00,2026-04-20 00:00:00-04:00,9.5048,11.6242,6,5.6583,12.9665,12.69,22.3,Sell signal,0.06
2026-04-27 00:00:00-04:00,2026-05-26 00:00:00-04:00,11.1856,14.669,6,7.307,14.6763,20.87,31.14,Take-profit,0.06
2026-06-08 00:00:00-04:00,2026-06-16 00:00:00-04:00,13.7869,14.4128,6,8.5155,18.5312,3.73,4.54,Sell signal,0.06
2026-07-16 00:00:00-04:00,2026-07-21 00:00:00-04:00,11.4257,12.2439,8,5.2436,16.9896,6.51,7.16,Sell signal,0.08
2026-07-29 00:00:00-04:00,2026-07-30 00:00:00-04:00,10.055,11.8141,10,4.8872,14.7061,17.54,17.49,Sell signal,0.1
2026-08-10 00:00:00-04:00,2026-08-21 00:00:00-04:00,9.5648,11.2544,12,4.5969,14.0359,20.21,17.66,Sell signal,0.12
