Date,equity
2026-09-04 14:15:00-04:00,1000.0
2026-09-04 14:30:00-04:00,1000.0
2026-09-04 14:45:00-04:00,1000.0
2026-09-04 15:00:00-04:00,992.0032076637269
2026-09-04 15:15:00-04:00,977.0926176000002
2026-09-04 15:30:00-04:00,977.0926176000002
2026-09-04 15:45:00-04:00,977.0926176000002
2026-09-08 09:30:00-04:00,977.0926176000002
2026-09-08 09:45:00-04:00,977.0926176000002
2026-09-08 10:00:00-04:00,977.0926176000002
2026-09-08 10:15:00-04:00,977.0926176000002
2026-09-08 10:30:00-04:00,977.0926176000002
2026-09-08 10:45:00-04:00,977.0926176000002
2026-09-08 11:00:00-04:00,977.0926176000002
2026-09-08 11:15:00-04:00,977.0926176000002
2026-09-08 11:30:00-04:00,977.0926176000002
2026-09-08 11:45:00-04:00,977.0926176000002
2026-09-08 12:00:00-04:00,977.0926176000002
2026-09-08 12:15:00-04:00,977.0926176000002
2026-09-08 12:30:00-04:00,977.0926176000002
2026-09-08 12:45:00-04:00,977.0926176000002
2026-09-08 13:00:00-04:00,977.0926176000002
2026-09-08 13:15:00-04:00,977.0926176000002
2026-09-08 13:30:00-04:00,977.0926176000002
2026-09-08 13:45:00-04:00,977.0926176000002
2026-09-08 14:00:00-04:00,977.0926176000002
2026-09-08 14:15:00-04:00,977.0926176000002
2026-09-08 14:30:00-04:00,973.5150213399294
2026-09-08 14:45:00-04:00,973.3086075940492
2026-09-08 15:00:00-04:00,968.8366241612795
2026-09-08 15:15:00-04:00,961.956610218561
2026-09-08 15:30:00-04:00,969.7310085454347
2026-09-08 15:45:00-04:00,970.6254134335878
2026-09-09 09:30:00-04:00,972.2766208806398
2026-09-09 09:45:00-04:00,970.9006180920961
2026-09-09 10:00:00-04:00,973.99661924032
2026-09-09 10:15:00-04:00,970.6942248502138
2026-09-09 10:30:00-04:00,970.4878111043337
2026-09-09 10:45:00-04:00,968.6990218320253
2026-09-09 11:00:00-04:00,965.9470162549379
2026-09-09 11:15:00-04:00,962.91982652334
2026-09-09 11:30:00-04:00,961.268619076288
2026-09-09 11:45:00-04:00,959.8926162877443
2026-09-09 12:00:00-04:00,962.2318148770693
2026-09-09 12:15:00-04:00,964.7086157956484
2026-09-09 12:30:00-04:00,962.9886174359682
2026-09-09 12:45:00-04:00,962.1630239644411
2026-09-09 13:00:00-04:00,961.8878193059328
2026-09-09 13:15:00-04:00,961.199807659662
2026-09-09 13:30:00-04:00,958.5166134992006
2026-09-09 13:45:00-04:00,959.0670228162172
2026-09-09 14:00:00-04:00,961.8190078893068
2026-09-09 14:15:00-04:00,961.3374099889162
