entry_date,exit_date,type,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission
2026-07-02 15:15:00-04:00,2026-07-06 09:45:00-04:00,short,2.6237,2.6732,10,2.6719,2.5434,-0.5,-1.89,Stop-loss,0.1
2026-07-06 09:45:00-04:00,2026-07-06 13:30:00-04:00,short,2.7386,2.6319,10,2.8034,2.6306,1.07,3.9,Take-profit,0.1
2026-07-06 14:00:00-04:00,2026-07-07 09:45:00-04:00,short,2.6486,2.5737,10,2.6943,2.5724,0.75,2.83,Take-profit,0.1
2026-07-07 09:45:00-04:00,2026-07-07 10:30:00-04:00,short,2.5687,2.475,11,2.6257,2.4738,1.03,3.65,Take-profit,0.11
2026-07-07 10:30:00-04:00,2026-07-08 09:30:00-04:00,short,2.4838,2.3778,12,2.548,2.3766,1.27,4.27,Take-profit,0.12
2026-07-08 09:30:00-04:00,2026-07-08 09:45:00-04:00,short,2.4089,2.4597,12,2.4585,2.3262,-0.61,-2.11,Stop-loss,0.12
2026-07-08 09:45:00-04:00,2026-07-09 10:15:00-04:00,short,2.4988,2.404,12,2.5565,2.4028,1.14,3.79,Take-profit,0.12
2026-07-09 10:30:00-04:00,2026-07-10 09:30:00-04:00,short,2.3988,2.3188,13,2.4476,2.3176,1.04,3.34,Take-profit,0.13
2026-07-10 09:30:00-04:00,2026-07-13 12:15:00-04:00,short,2.2389,2.1703,14,2.2807,2.1692,0.96,3.06,Take-profit,0.14
2026-07-14 09:30:00-04:00,2026-07-14 13:00:00-04:00,short,2.3138,2.2337,14,2.3626,2.2326,1.12,3.46,Take-profit,0.14
2026-07-14 13:00:00-04:00,2026-07-14 14:00:00-04:00,short,2.2289,2.2809,15,2.2798,2.1441,-0.78,-2.33,Stop-loss,0.15
2026-07-14 14:15:00-04:00,2026-07-15 09:30:00-04:00,short,2.2639,2.3042,14,2.303,2.1987,-0.56,-1.78,Stop-loss,0.14
2026-07-15 09:30:00-04:00,2026-07-15 10:15:00-04:00,short,2.2889,2.2158,14,2.3333,2.2147,1.02,3.19,Take-profit,0.14
2026-07-15 10:15:00-04:00,2026-07-16 09:30:00-04:00,short,2.2089,2.1261,14,2.2593,2.125,1.16,3.75,Take-profit,0.14
2026-07-16 09:30:00-04:00,2026-07-16 10:00:00-04:00,short,2.1539,2.2006,15,2.1995,2.0779,-0.7,-2.17,Stop-loss,0.15
2026-07-16 10:00:00-04:00,2026-07-16 13:30:00-04:00,short,2.1989,2.1165,15,2.249,2.1154,1.24,3.75,Take-profit,0.15
2026-07-16 15:45:00-04:00,2026-07-17 09:30:00-04:00,short,2.1589,2.0876,15,2.2023,2.0866,1.07,3.3,Take-profit,0.15
2026-07-17 09:30:00-04:00,2026-07-17 09:45:00-04:00,short,2.1339,2.1859,16,2.1848,2.0491,-0.83,-2.44,Stop-loss,0.16
2026-07-17 09:45:00-04:00,2026-07-20 11:15:00-04:00,short,2.2039,2.1108,15,2.2604,2.1097,1.4,4.23,Take-profit,0.15
2026-07-21 10:15:00-04:00,2026-07-21 13:00:00-04:00,short,2.2442,2.2897,15,2.2886,2.1701,-0.68,-2.03,Stop-loss,0.15
2026-07-21 13:00:00-04:00,2026-07-22 09:45:00-04:00,short,2.269,2.3119,15,2.3107,2.1994,-0.64,-1.89,Stop-loss,0.15
2026-07-22 09:45:00-04:00,2026-07-22 15:45:00-04:00,short,2.2993,2.2256,14,2.3443,2.2245,1.03,3.2,Take-profit,0.14
2026-07-22 15:45:00-04:00,2026-07-23 09:30:00-04:00,short,2.2289,2.2616,15,2.2605,2.1762,-0.49,-1.47,Stop-loss,0.15
2026-07-23 10:00:00-04:00,2026-07-23 15:45:00-04:00,short,2.2489,2.1848,15,2.288,2.1837,0.96,2.85,Take-profit,0.15
2026-07-23 15:45:00-04:00,2026-07-24 09:30:00-04:00,short,2.1939,2.147,15,2.2227,2.1459,0.7,2.14,Take-profit,0.15
2026-07-24 09:30:00-04:00,2026-07-24 14:30:00-04:00,short,2.1439,2.096,16,2.177,2.0889,0.77,2.23,Buy signal (close short),0.16
2026-07-24 14:30:00-04:00,2026-07-24 14:45:00-04:00,long,2.096,2.089,17,2.0661,2.1459,-0.12,-0.34,Sell signal,0.17
2026-07-24 14:45:00-04:00,2026-07-27 09:30:00-04:00,short,2.089,2.1178,17,2.1167,2.0427,-0.49,-1.38,Stop-loss,0.17
2026-07-27 09:30:00-04:00,2026-07-27 10:00:00-04:00,short,2.1339,2.077,16,2.1687,2.076,0.91,2.66,Take-profit,0.16
2026-07-27 10:00:00-04:00,2026-07-28 09:30:00-04:00,short,2.0699,2.0032,17,2.1105,2.0022,1.13,3.22,Take-profit,0.17
2026-07-28 09:30:00-04:00,2026-07-28 11:15:00-04:00,short,1.999,2.0418,18,2.0408,1.9294,-0.77,-2.14,Stop-loss,0.18
2026-07-28 11:15:00-04:00,2026-07-28 12:30:00-04:00,short,2.0589,1.9759,17,2.1092,1.9749,1.41,4.03,Take-profit,0.17
2026-07-28 12:30:00-04:00,2026-07-29 10:30:00-04:00,short,1.979,1.961,18,2.0347,1.8862,0.32,0.91,Buy signal (close short),0.18
2026-07-29 10:30:00-04:00,2026-07-29 11:00:00-04:00,long,1.961,1.9182,18,1.9192,2.0306,-0.77,-2.18,Stop-loss,0.18
2026-07-29 14:30:00-04:00,2026-07-29 14:45:00-04:00,short,1.919,1.9411,18,1.9587,1.853,-0.4,-1.15,Buy signal (close short),0.18
2026-07-29 14:45:00-04:00,2026-07-29 15:15:00-04:00,long,1.9411,1.9004,18,1.9014,2.0071,-0.73,-2.09,Stop-loss,0.18
2026-07-30 09:30:00-04:00,2026-07-31 09:30:00-04:00,short,2.054,2.1178,16,2.1167,1.9495,-1.02,-3.1,Stop-loss,0.16
2026-07-31 09:30:00-04:00,2026-07-31 10:00:00-04:00,short,2.0989,2.0419,16,2.1338,2.0409,0.91,2.71,Take-profit,0.16
2026-07-31 10:00:00-04:00,2026-07-31 10:30:00-04:00,short,2.029,2.0691,16,2.0681,1.9638,-0.64,-1.98,Stop-loss,0.16
2026-07-31 10:30:00-04:00,2026-08-03 10:30:00-04:00,short,2.049,2.0902,16,2.0892,1.982,-0.66,-2.01,Stop-loss,0.16
2026-08-04 09:30:00-04:00,2026-08-04 09:45:00-04:00,short,2.1539,2.1411,15,2.1968,2.0825,0.19,0.6,Buy signal (close short),0.15
2026-08-04 09:45:00-04:00,2026-08-04 10:00:00-04:00,long,2.1411,2.1589,15,2.0955,2.217,0.27,0.83,Sell signal,0.15
2026-08-04 10:00:00-04:00,2026-08-04 14:45:00-04:00,short,2.1589,2.2082,15,2.2071,2.0786,-0.74,-2.28,Stop-loss,0.15
2026-08-04 14:45:00-04:00,2026-08-05 09:30:00-04:00,short,2.1739,2.1252,14,2.2038,2.1241,0.68,2.24,Take-profit,0.14
2026-08-05 09:30:00-04:00,2026-08-05 11:45:00-04:00,short,2.1273,2.0732,15,2.1604,2.0722,0.81,2.54,Take-profit,0.15
2026-08-05 11:45:00-04:00,2026-08-06 10:00:00-04:00,short,2.069,2.1119,16,2.1108,1.9993,-0.69,-2.07,Stop-loss,0.16
2026-08-06 10:00:00-04:00,2026-08-06 10:15:00-04:00,short,2.1289,2.1646,15,2.1635,2.0713,-0.54,-1.68,Stop-loss,0.15
2026-08-06 10:15:00-04:00,2026-08-06 12:00:00-04:00,short,2.1339,2.0739,14,2.1705,2.0729,0.84,2.81,Take-profit,0.14
2026-08-07 11:00:00-04:00,2026-08-07 12:00:00-04:00,short,2.1189,2.1682,15,2.1671,2.0386,-0.74,-2.33,Stop-loss,0.15
2026-08-07 12:00:00-04:00,2026-08-10 09:30:00-04:00,short,2.1649,2.2169,14,2.2158,2.0801,-0.73,-2.4,Stop-loss,0.14
2026-08-10 09:30:00-04:00,2026-08-10 10:45:00-04:00,short,2.1789,2.1095,14,2.2212,2.1084,0.97,3.19,Take-profit,0.14
2026-08-11 09:30:00-04:00,2026-08-11 11:00:00-04:00,short,2.2839,2.1761,13,2.3648,2.149,1.4,4.72,Buy signal (close short),0.13
2026-08-11 11:00:00-04:00,2026-08-11 11:30:00-04:00,long,2.1761,2.2339,15,2.0657,2.36,0.87,2.66,Sell signal,0.15
2026-08-11 11:30:00-04:00,2026-08-11 11:45:00-04:00,short,2.2339,2.1911,14,2.3517,2.0375,0.6,1.92,Buy signal (close short),0.14
2026-08-11 11:45:00-04:00,2026-08-11 12:00:00-04:00,long,2.1911,2.2106,15,2.0695,2.3938,0.29,0.89,Sell signal,0.15
2026-08-11 12:00:00-04:00,2026-08-12 09:30:00-04:00,short,2.2106,2.3388,15,2.3376,1.999,-1.92,-5.8,Stop-loss,0.15
2026-08-12 10:00:00-04:00,2026-08-12 11:30:00-04:00,short,2.2539,2.3194,14,2.3182,2.1467,-0.92,-2.9,Stop-loss,0.14
2026-08-12 11:30:00-04:00,2026-08-13 09:30:00-04:00,short,2.3038,2.3859,13,2.3847,2.169,-1.07,-3.56,Stop-loss,0.13
2026-08-13 09:30:00-04:00,2026-08-13 09:45:00-04:00,short,2.3838,2.2954,12,2.4375,2.2943,1.06,3.71,Take-profit,0.12
2026-08-13 09:45:00-04:00,2026-08-14 10:30:00-04:00,short,2.2789,2.3426,13,2.3414,2.1747,-0.83,-2.79,Stop-loss,0.13
2026-08-14 10:30:00-04:00,2026-08-17 09:30:00-04:00,short,2.3588,2.2688,12,2.4135,2.2677,1.08,3.81,Take-profit,0.12
2026-08-17 09:30:00-04:00,2026-08-17 11:45:00-04:00,short,2.2239,2.2695,13,2.2684,2.1498,-0.59,-2.05,Stop-loss,0.13
2026-08-17 11:45:00-04:00,2026-08-18 09:30:00-04:00,short,2.2649,2.1812,13,2.3157,2.1801,1.09,3.7,Take-profit,0.13
2026-08-18 09:45:00-04:00,2026-08-19 10:30:00-04:00,short,2.1639,2.2106,14,2.2095,2.088,-0.65,-2.16,Stop-loss,0.14
2026-08-19 10:30:00-04:00,2026-08-20 09:45:00-04:00,short,2.2139,2.2632,13,2.2621,2.1335,-0.64,-2.23,Stop-loss,0.13
2026-08-20 10:00:00-04:00,2026-08-20 10:30:00-04:00,short,2.2239,2.2034,13,2.263,2.1587,0.27,0.92,Buy signal (close short),0.13
2026-08-20 10:30:00-04:00,2026-08-20 11:30:00-04:00,long,2.2034,2.1594,13,2.1605,2.2748,-0.57,-2.0,Stop-loss,0.13
2026-08-21 09:30:00-04:00,2026-08-21 11:00:00-04:00,short,2.2731,2.3112,12,2.31,2.2115,-0.46,-1.67,Stop-loss,0.12
2026-08-21 11:00:00-04:00,2026-08-24 09:30:00-04:00,short,2.3208,2.2398,12,2.3701,2.2387,0.97,3.49,Take-profit,0.12
2026-08-24 10:00:00-04:00,2026-08-25 09:30:00-04:00,short,2.1789,2.2229,13,2.2218,2.1075,-0.57,-2.02,Stop-loss,0.13
2026-08-25 10:30:00-04:00,2026-08-25 12:45:00-04:00,short,2.2488,2.2917,12,2.2906,2.1791,-0.52,-1.91,Stop-loss,0.12
2026-08-25 12:45:00-04:00,2026-08-25 14:00:00-04:00,short,2.2952,2.2311,12,2.3343,2.23,0.77,2.79,Take-profit,0.12
2026-08-25 14:00:00-04:00,2026-08-26 10:15:00-04:00,short,2.2638,2.1988,12,2.3034,2.1977,0.78,2.87,Take-profit,0.12
2026-08-27 09:30:00-04:00,2026-08-27 14:30:00-04:00,short,2.2489,2.287,13,2.2859,2.1872,-0.5,-1.7,Stop-loss,0.13
2026-08-27 14:30:00-04:00,2026-08-28 10:00:00-04:00,short,2.2654,2.2191,12,2.2938,2.218,0.56,2.04,Take-profit,0.12
2026-08-28 10:00:00-04:00,2026-08-28 10:30:00-04:00,short,2.1889,2.2291,13,2.228,2.1237,-0.52,-1.84,Stop-loss,0.13
2026-08-28 10:30:00-04:00,2026-08-31 11:00:00-04:00,short,2.2189,2.1495,12,2.2612,2.1484,0.83,3.13,Take-profit,0.12
2026-08-31 11:00:00-04:00,2026-09-01 09:30:00-04:00,short,2.1488,2.1007,13,2.1783,2.0997,0.62,2.24,Take-profit,0.13
2026-09-01 09:30:00-04:00,2026-09-01 11:30:00-04:00,short,2.1039,2.1367,14,2.1356,2.0513,-0.46,-1.56,Stop-loss,0.14
2026-09-01 11:30:00-04:00,2026-09-01 13:15:00-04:00,short,2.129,2.0747,13,2.1622,2.0737,0.71,2.55,Take-profit,0.13
2026-09-01 13:15:00-04:00,2026-09-01 15:45:00-04:00,short,2.079,2.086,14,2.109,2.029,-0.17,-0.34,End of backtest,0.14
