entry_date,exit_date,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission
2026-01-20 00:00:00-05:00,2026-01-21 00:00:00-05:00,25.5027,25.6272,196,23.4625,31.5102,23.42,0.49,Sell signal,1.96
2026-01-30 00:00:00-05:00,2026-02-04 00:00:00-05:00,22.8214,20.9852,219,20.9957,27.8357,-403.22,-8.05,Stop-loss,2.19
2026-02-04 00:00:00-05:00,2026-02-06 00:00:00-05:00,20.7604,20.8496,239,19.0995,26.3452,20.12,0.43,Sell signal,2.39
2026-02-12 00:00:00-05:00,2026-02-23 00:00:00-05:00,19.3096,17.756,257,17.7649,25.6614,-400.56,-8.05,Stop-loss,2.57
2026-02-23 00:00:00-05:00,2026-02-25 00:00:00-05:00,18.2291,19.2804,272,16.7708,23.6455,284.58,5.77,Sell signal,2.72
2026-02-27 00:00:00-05:00,2026-03-03 00:00:00-05:00,17.7689,18.6007,280,16.3474,22.1789,231.5,4.68,Sell signal,2.8
2026-03-10 00:00:00-04:00,2026-03-11 00:00:00-04:00,18.2991,18.5207,272,16.8352,23.029,58.92,1.21,Sell signal,2.72
2026-03-12 00:00:00-04:00,2026-03-26 00:00:00-04:00,17.7089,16.284,281,16.2921,22.5849,-401.81,-8.05,Stop-loss,2.81
2026-03-26 00:00:00-04:00,2026-04-06 00:00:00-04:00,15.8779,16.2619,313,14.6077,19.765,118.62,2.42,Sell signal,3.13
2026-05-27 00:00:00-04:00,2026-05-28 00:00:00-04:00,16.1781,16.9615,307,14.8838,19.4486,238.97,4.84,Sell signal,3.07
2026-07-29 00:00:00-04:00,2026-07-30 00:00:00-04:00,15.2576,16.4618,326,14.037,19.2961,390.93,7.89,Sell signal,3.26
