entry_date,exit_date,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission
2025-10-03 00:00:00-04:00,2025-10-15 00:00:00-04:00,11.5758,14.4431,2,10.6497,14.4503,5.72,24.77,Take-profit,0.02
2025-10-15 00:00:00-04:00,2025-10-16 00:00:00-04:00,13.0365,11.9876,2,11.9936,18.2719,-2.11,-8.05,Stop-loss,0.02
2025-10-16 00:00:00-04:00,2025-10-22 00:00:00-04:00,11.8759,10.9204,2,10.9259,17.7349,-1.92,-8.05,Stop-loss,0.02
2025-11-13 00:00:00-05:00,2025-11-17 00:00:00-05:00,7.964,7.3232,3,7.3269,11.3229,-1.94,-8.05,Stop-loss,0.03
2025-11-17 00:00:00-05:00,2025-11-21 00:00:00-05:00,7.4237,6.8264,3,6.8298,10.8646,-1.81,-8.05,Stop-loss,0.03
2025-11-21 00:00:00-05:00,2026-01-06 00:00:00-05:00,7.1836,8.8156,3,6.6089,10.5859,4.88,22.72,Sell signal,0.03
2026-03-24 00:00:00-04:00,2026-03-27 00:00:00-04:00,5.5128,5.0692,5,5.0717,7.0122,-2.24,-8.05,Stop-loss,0.05
2026-03-27 00:00:00-04:00,2026-05-08 00:00:00-04:00,5.0925,6.5244,5,4.6851,6.5277,7.13,28.12,Take-profit,0.05
2026-05-12 00:00:00-04:00,2026-05-18 00:00:00-04:00,6.3932,5.8788,5,5.8817,8.0627,-2.6,-8.05,Stop-loss,0.05
2026-05-19 00:00:00-04:00,2026-06-05 00:00:00-04:00,5.913,5.4372,5,5.4399,7.766,-2.4,-8.05,Stop-loss,0.05
2026-06-23 00:00:00-04:00,2026-06-25 00:00:00-04:00,5.2526,4.83,5,4.8324,7.1802,-2.14,-8.05,Stop-loss,0.05
2026-06-25 00:00:00-04:00,2026-07-17 00:00:00-04:00,4.7924,4.4068,5,4.409,6.6863,-1.95,-8.05,Stop-loss,0.05
2026-07-27 00:00:00-04:00,2026-07-29 00:00:00-04:00,4.9525,4.554,5,4.5563,6.477,-2.02,-8.05,Stop-loss,0.05
2026-08-17 00:00:00-04:00,2026-08-25 00:00:00-04:00,6.3932,5.8788,3,5.8817,8.8348,-1.56,-8.05,Stop-loss,0.03
2026-08-26 00:00:00-04:00,2026-08-28 00:00:00-04:00,5.903,5.747,3,5.4307,8.3712,-0.48,-2.64,End of backtest,0.03
