entry_date,exit_date,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission
2025-09-22 00:00:00-04:00,2025-11-14 00:00:00-05:00,6.9135,6.0433,3,6.0463,8.2142,-2.63,-12.59,Stop-loss,0.03
2025-11-14 00:00:00-05:00,2025-11-20 00:00:00-05:00,6.1631,5.4804,3,5.4831,7.1831,-2.06,-11.08,Stop-loss,0.03
2025-11-20 00:00:00-05:00,2026-01-08 00:00:00-05:00,5.4027,4.706,4,4.7084,6.4441,-2.81,-12.89,Stop-loss,0.04
2026-01-08 00:00:00-05:00,2026-03-10 00:00:00-04:00,4.7324,5.4175,4,4.2738,5.4202,2.72,14.48,Take-profit,0.04
2026-03-10 00:00:00-04:00,2026-04-08 00:00:00-04:00,5.7028,6.5138,3,5.16,6.5171,2.42,14.22,Take-profit,0.03
2026-04-08 00:00:00-04:00,2026-05-06 00:00:00-04:00,6.3832,5.7274,3,5.7303,7.3625,-1.98,-10.27,Stop-loss,0.03
2026-05-06 00:00:00-04:00,2026-05-22 00:00:00-04:00,5.903,5.3388,3,5.3415,6.7451,-1.71,-9.56,Stop-loss,0.03
2026-05-22 00:00:00-04:00,2026-06-01 00:00:00-04:00,5.2026,6.0932,4,4.6069,6.0962,3.54,17.12,Take-profit,0.04
2026-06-01 00:00:00-04:00,2026-06-09 00:00:00-04:00,5.983,5.2989,4,5.3016,7.0051,-2.76,-11.43,Stop-loss,0.04
2026-06-09 00:00:00-04:00,2026-07-23 00:00:00-04:00,5.2826,4.5975,4,4.5998,6.3069,-2.76,-12.97,Stop-loss,0.04
2026-07-23 00:00:00-04:00,2026-08-28 00:00:00-04:00,4.6423,4.3328,4,4.2695,5.2016,-1.26,-6.67,End of backtest,0.04
