entry_date,exit_date,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission
2025-09-22 00:00:00-04:00,2025-10-06 00:00:00-04:00,1.981,2.3355,13,1.7438,2.3367,4.54,17.9,Take-profit,0.13
2025-10-07 00:00:00-04:00,2025-10-15 00:00:00-04:00,2.2011,2.6241,14,1.9182,2.6254,5.85,19.22,Take-profit,0.14
2025-10-17 00:00:00-04:00,2025-11-06 00:00:00-05:00,2.4712,2.0902,14,2.0912,3.0412,-5.4,-15.42,Stop-loss,0.14
2025-11-06 00:00:00-05:00,2026-02-03 00:00:00-05:00,2.051,1.7816,15,1.7825,2.4539,-4.12,-13.13,Stop-loss,0.15
2026-02-03 00:00:00-05:00,2026-03-06 00:00:00-05:00,1.8609,2.1877,14,1.6424,2.1888,4.51,17.56,Take-profit,0.14
2026-03-06 00:00:00-05:00,2026-03-12 00:00:00-04:00,2.1411,2.4399,14,1.9411,2.4411,4.11,13.95,Take-profit,0.14
2026-03-16 00:00:00-04:00,2026-03-30 00:00:00-04:00,2.3112,2.7662,15,2.0069,2.7676,6.75,19.69,Take-profit,0.15
2026-04-01 00:00:00-04:00,2026-04-07 00:00:00-04:00,2.4012,2.0388,17,2.0398,2.9433,-6.25,-15.09,Stop-loss,0.17
2026-04-07 00:00:00-04:00,2026-06-08 00:00:00-04:00,1.971,1.5802,17,1.581,2.556,-6.73,-19.83,Stop-loss,0.17
2026-06-08 00:00:00-04:00,2026-06-12 00:00:00-04:00,1.5808,1.4087,18,1.4094,1.8379,-3.19,-10.89,Stop-loss,0.18
2026-06-12 00:00:00-04:00,2026-07-16 00:00:00-04:00,1.4007,1.6656,18,1.2236,1.6664,4.68,18.91,Take-profit,0.18
2026-07-16 00:00:00-04:00,2026-08-28 00:00:00-04:00,1.5908,1.6742,19,1.3879,1.8951,1.49,5.24,End of backtest,0.19
