entry_date,exit_date,type,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission
2026-08-28 11:00:00-04:00,2026-08-28 12:00:00-04:00,long,19.4898,19.0905,1,19.1,20.2694,-0.4,-2.05,Stop-loss,0.01
2026-08-28 12:00:00-04:00,2026-08-28 13:30:00-04:00,long,19.2146,18.9355,1,18.8303,19.9832,-0.28,-1.45,Sell signal,0.01
2026-08-28 13:30:00-04:00,2026-08-31 09:30:00-04:00,short,18.9355,18.1872,1,19.3142,18.1781,0.75,3.95,Take-profit,0.01
2026-08-31 09:30:00-04:00,2026-08-31 10:30:00-04:00,long,18.4182,18.3858,1,18.1612,18.8465,-0.03,-0.18,Sell signal,0.01
2026-08-31 10:30:00-04:00,2026-08-31 13:45:00-04:00,short,18.3858,18.6824,1,18.6731,17.9069,-0.3,-1.61,Stop-loss,0.01
2026-08-31 13:45:00-04:00,2026-08-31 15:45:00-04:00,short,18.7006,18.8867,1,18.8773,18.4061,-0.19,-1.0,Stop-loss,0.01
2026-08-31 15:45:00-04:00,2026-09-01 09:30:00-04:00,short,18.9805,18.684,1,19.164,18.6747,0.3,1.56,Take-profit,0.01
2026-09-01 09:30:00-04:00,2026-09-01 10:30:00-04:00,long,17.979,17.6801,1,17.6889,18.4625,-0.3,-1.66,Stop-loss,0.01
2026-09-01 10:30:00-04:00,2026-09-02 09:30:00-04:00,long,17.8989,17.5694,1,17.5782,18.4334,-0.33,-1.84,Stop-loss,0.01
2026-09-02 09:30:00-04:00,2026-09-02 11:00:00-04:00,short,17.8461,17.7789,1,18.067,17.4779,0.06,0.38,End of backtest,0.01
