entry_date,exit_date,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission
2026-08-26 15:45:00-04:00,2026-08-27 09:30:00-04:00,1.7909,1.7542,15,1.7551,1.8625,-0.63,-2.05,Stop-loss,0.15
2026-08-27 09:30:00-04:00,2026-08-27 09:45:00-04:00,1.8008,1.7639,14,1.7648,1.8728,-0.59,-2.05,Stop-loss,0.14
2026-08-27 09:45:00-04:00,2026-08-27 10:15:00-04:00,1.7809,1.8512,14,1.7453,1.8521,0.91,3.95,Take-profit,0.14
2026-08-27 10:15:00-04:00,2026-08-27 10:30:00-04:00,1.8359,1.7983,14,1.7992,1.9094,-0.6,-2.05,Stop-loss,0.14
2026-08-27 10:30:00-04:00,2026-08-27 10:45:00-04:00,1.9009,1.862,13,1.8629,1.977,-0.57,-2.05,Stop-loss,0.13
2026-08-27 10:45:00-04:00,2026-08-27 12:30:00-04:00,1.861,1.9345,13,1.8238,1.9355,0.89,3.95,Take-profit,0.13
2026-08-27 12:30:00-04:00,2026-08-27 15:45:00-04:00,1.9009,1.8184,13,1.8193,2.037,-1.14,-4.34,Stop-loss,0.13
2026-08-27 15:45:00-04:00,2026-08-28 11:45:00-04:00,1.8029,1.7302,13,1.7311,1.9225,-1.01,-4.03,Stop-loss,0.13
2026-08-28 11:45:00-04:00,2026-08-28 12:30:00-04:00,1.7209,1.6637,13,1.6645,1.8148,-0.81,-3.33,Stop-loss,0.13
2026-08-28 12:30:00-04:00,2026-08-28 13:15:00-04:00,1.6858,1.6213,13,1.6221,1.7921,-0.9,-3.83,Stop-loss,0.13
2026-08-28 13:15:00-04:00,2026-08-28 13:45:00-04:00,1.6458,1.5845,13,1.5853,1.7467,-0.86,-3.72,Stop-loss,0.13
2026-08-28 13:45:00-04:00,2026-08-28 14:30:00-04:00,1.6108,1.7301,13,1.5387,1.731,1.49,7.41,Take-profit,0.13
2026-08-28 14:30:00-04:00,2026-08-31 09:30:00-04:00,1.6908,1.6008,13,1.6016,1.8397,-1.24,-5.32,Stop-loss,0.13
2026-08-31 09:30:00-04:00,2026-08-31 15:45:00-04:00,1.5959,1.5393,13,1.5052,1.7471,-0.8,-3.54,End of backtest,0.13
