entry_date,exit_date,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission
2025-09-29 00:00:00-04:00,2025-10-03 00:00:00-04:00,2.2711,3.0089,2201,1.7783,3.0104,1612.88,32.49,Take-profit,22.01
2025-10-10 00:00:00-04:00,2025-11-05 00:00:00-05:00,3.4217,2.5018,1484,2.5031,4.7996,-1372.48,-26.88,Stop-loss,14.84
2025-11-05 00:00:00-05:00,2025-11-17 00:00:00-05:00,2.6413,2.1631,1897,2.1642,3.357,-916.6,-18.1,Stop-loss,18.97
2025-11-17 00:00:00-05:00,2026-04-10 00:00:00-04:00,2.091,2.8932,2374,1.5553,2.8946,1892.44,38.36,Take-profit,23.74
2026-04-13 00:00:00-04:00,2026-04-24 00:00:00-04:00,2.7714,3.3375,1825,2.3928,3.3392,1024.06,20.43,Take-profit,18.25
2026-04-27 00:00:00-04:00,2026-05-12 00:00:00-04:00,3.0815,3.7718,1658,2.6201,3.7737,1136.25,22.4,Take-profit,16.58
2026-05-18 00:00:00-04:00,2026-06-11 00:00:00-04:00,3.4517,2.7646,1496,2.766,4.4803,-1035.36,-19.91,Stop-loss,14.96
2026-06-11 00:00:00-04:00,2026-07-10 00:00:00-04:00,2.8314,2.216,1806,2.2171,3.7528,-1120.46,-21.74,Stop-loss,18.06
2026-07-10 00:00:00-04:00,2026-07-29 00:00:00-04:00,2.2311,1.8659,2266,1.8668,2.7775,-838.95,-16.37,Stop-loss,22.66
2026-07-29 00:00:00-04:00,2026-08-11 00:00:00-04:00,1.9009,2.3369,2638,1.6095,2.3381,1137.06,22.94,Take-profit,26.38
2026-08-11 00:00:00-04:00,2026-08-28 00:00:00-04:00,2.2211,2.2104,2283,1.9054,2.6947,-35.86,-0.48,End of backtest,22.83
