entry_date,exit_date,type,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission,funded_by_unsettled
2026-08-31 10:45:00-04:00,2026-08-31 12:30:00-04:00,long,2.1511,2.1539,7,2.1096215077808926,2.2395,-1.98,0.13,Sell signal,2.0,False
2026-08-31 14:00:00-04:00,2026-08-31 15:30:00-04:00,long,2.1411,2.1539,6,2.1181929792676653,2.207,-1.92,0.6,Sell signal,2.0,False
2026-09-01 12:15:00-04:00,2026-09-02 14:00:00-04:00,long,2.1111,2.1039,5,2.060714227812631,2.2203,-2.04,-0.34,Sell signal,2.0,True
2026-09-03 09:45:00-04:00,2026-09-03 10:30:00-04:00,long,2.0888,2.1173,4,2.048664058957781,2.1872,-1.89,1.37,Sell signal,2.0,False
