entry_date,exit_date,type,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission,funded_by_unsettled
2026-08-31 10:45:00-04:00,2026-08-31 12:30:00-04:00,long,2.1511,2.1539,7,2.1264143671308244,2.21,-1.98,0.13,Sell signal,2.0,False
2026-08-31 14:00:00-04:00,2026-08-31 15:15:00-04:00,long,2.1411,2.1432,6,2.1443116499999992,2.185,-1.99,0.1,Stop-loss (Breakeven/Trailing),2.0,False
2026-09-01 12:15:00-04:00,2026-09-01 13:15:00-04:00,long,2.1111,2.079,5,2.0799996512276784,2.1839,-2.16,-1.52,Stop-loss,2.0,True
2026-09-02 09:45:00-04:00,2026-09-02 10:00:00-04:00,long,2.076,2.0698,4,2.0791139999999997,2.1382,-2.02,-0.3,Stop-loss (gap),2.0,False
2026-09-02 10:45:00-04:00,2026-09-02 14:00:00-04:00,long,2.0894,2.0915,4,2.0925340999999995,2.1516,-1.99,0.1,Stop-loss (Breakeven/Trailing),2.0,False
2026-09-03 09:45:00-04:00,2026-09-03 10:30:00-04:00,long,2.0888,2.0909,4,2.0919331999999997,2.1544,-1.99,0.1,Stop-loss (Breakeven/Trailing),2.0,False
