entry_date,exit_date,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission
2025-09-30 00:00:00-04:00,2025-10-28 00:00:00-04:00,26.4332,30.4288,189,23.7594,30.444,754.22,15.12,Take-profit,1.89
2025-10-30 00:00:00-04:00,2025-11-20 00:00:00-05:00,29.0445,25.2997,173,25.3124,34.6427,-648.71,-12.89,Stop-loss,1.73
2025-11-20 00:00:00-05:00,2026-02-04 00:00:00-05:00,24.9225,20.3718,200,20.382,31.7331,-911.14,-18.26,Stop-loss,2.0
2026-02-04 00:00:00-05:00,2026-02-23 00:00:00-05:00,20.7604,18.2691,238,18.2782,24.4836,-594.13,-12.0,Stop-loss,2.38
2026-02-23 00:00:00-05:00,2026-03-26 00:00:00-04:00,18.2291,15.8139,270,15.8218,21.84,-653.46,-13.25,Stop-loss,2.7
2026-03-26 00:00:00-04:00,2026-04-15 00:00:00-04:00,15.8779,18.4601,308,14.1504,18.4693,793.77,16.26,Take-profit,3.08
2026-04-20 00:00:00-04:00,2026-04-29 00:00:00-04:00,19.5098,17.7716,253,17.7805,22.1037,-441.03,-8.91,Stop-loss,2.53
2026-04-29 00:00:00-04:00,2026-05-29 00:00:00-04:00,15.5328,18.4231,316,13.5998,18.4323,911.75,18.61,Take-profit,3.16
2026-05-29 00:00:00-04:00,2026-06-05 00:00:00-04:00,18.2291,16.5215,272,16.5298,20.778,-465.82,-9.37,Stop-loss,2.72
2026-06-05 00:00:00-04:00,2026-07-02 00:00:00-04:00,16.038,19.0039,307,14.0544,19.0134,908.99,18.49,Take-profit,3.07
2026-07-07 00:00:00-04:00,2026-07-17 00:00:00-04:00,17.7589,17.2714,280,15.8234,20.662,-137.91,-2.75,Sell signal,2.8
2026-08-06 00:00:00-04:00,2026-08-28 00:00:00-04:00,18.1091,18.7756,274,16.3815,20.7004,181.25,3.68,End of backtest,2.74
