entry_date,exit_date,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission
2026-08-03 09:30:00-04:00,2026-08-03 09:45:00-04:00,19.8899,20.6752,1,19.4921,20.6855,0.78,3.95,Take-profit,0.01
2026-08-03 09:45:00-04:00,2026-08-03 14:00:00-04:00,20.7154,21.5332,1,20.301,21.544,0.81,3.95,Take-profit,0.01
2026-08-03 14:00:00-04:00,2026-08-04 09:30:00-04:00,21.6608,21.2265,1,21.2371,22.3671,-0.44,-2.01,Stop-loss,0.01
2026-08-04 09:45:00-04:00,2026-08-04 10:15:00-04:00,21.1156,21.5092,1,20.6615,21.8723,0.39,1.86,Sell signal,0.01
2026-08-10 09:30:00-04:00,2026-08-10 10:00:00-04:00,19.8188,20.1249,1,19.5101,20.3333,0.3,1.54,Sell signal,0.01
2026-08-10 10:45:00-04:00,2026-08-10 11:45:00-04:00,19.6248,19.6611,1,19.2282,20.2858,0.03,0.18,Sell signal,0.01
2026-08-10 12:00:00-04:00,2026-08-10 14:30:00-04:00,19.4947,19.4902,1,19.0645,20.2118,-0.01,-0.02,Sell signal,0.01
2026-08-10 15:45:00-04:00,2026-08-11 09:30:00-04:00,19.3797,19.8358,1,19.1001,19.8457,0.45,2.35,Take-profit,0.01
2026-08-11 11:15:00-04:00,2026-08-11 11:30:00-04:00,20.1601,20.417,1,19.1783,21.7964,0.25,1.27,Sell signal,0.01
2026-08-11 11:45:00-04:00,2026-08-11 15:15:00-04:00,20.1952,20.2948,1,19.2,21.8538,0.09,0.49,Sell signal,0.01
2026-08-13 14:15:00-04:00,2026-08-13 14:30:00-04:00,19.3947,19.1003,1,19.1099,19.8693,-0.3,-1.52,Stop-loss,0.01
2026-08-17 09:30:00-04:00,2026-08-17 09:45:00-04:00,19.3147,19.0426,1,19.0521,19.7522,-0.28,-1.41,Stop-loss,0.01
2026-08-17 09:45:00-04:00,2026-08-17 10:00:00-04:00,19.1696,19.2504,1,18.8867,19.6411,0.08,0.42,Sell signal,0.01
2026-08-18 12:30:00-04:00,2026-08-18 13:15:00-04:00,19.2238,18.9955,1,18.8067,19.9189,-0.23,-1.19,Sell signal,0.01
2026-08-18 13:30:00-04:00,2026-08-18 14:15:00-04:00,19.0045,18.8856,1,18.7199,19.4789,-0.12,-0.63,Sell signal,0.01
2026-08-18 15:30:00-04:00,2026-08-19 09:30:00-04:00,18.9445,18.7059,1,18.7153,19.3264,-0.24,-1.26,Stop-loss,0.01
2026-08-19 10:00:00-04:00,2026-08-19 10:15:00-04:00,17.919,18.2609,1,17.5551,18.5253,0.34,1.91,Sell signal,0.01
2026-08-19 11:00:00-04:00,2026-08-19 11:30:00-04:00,19.3897,19.7601,1,18.8705,20.255,0.37,1.91,Sell signal,0.01
2026-08-19 11:45:00-04:00,2026-08-19 12:00:00-04:00,19.6918,19.6702,1,19.1201,20.6447,-0.03,-0.11,Sell signal,0.01
2026-08-21 11:15:00-04:00,2026-08-21 14:30:00-04:00,20.1451,19.8451,1,19.3817,21.4174,-0.31,-1.49,Sell signal,0.01
2026-08-24 09:30:00-04:00,2026-08-24 10:00:00-04:00,19.7299,20.3875,1,19.3292,20.3977,0.65,3.33,Take-profit,0.01
2026-08-24 10:00:00-04:00,2026-08-24 11:15:00-04:00,20.4602,20.7396,1,19.9995,21.228,0.27,1.37,Sell signal,0.01
2026-08-24 11:30:00-04:00,2026-08-24 11:45:00-04:00,20.4852,20.4797,1,19.9555,21.3682,-0.01,-0.03,Sell signal,0.01
2026-08-24 12:45:00-04:00,2026-08-24 13:00:00-04:00,20.2696,20.4098,1,19.7355,21.1598,0.14,0.69,Sell signal,0.01
2026-08-24 13:30:00-04:00,2026-08-24 14:00:00-04:00,20.2401,20.3098,1,19.8611,20.8718,0.06,0.34,Sell signal,0.01
2026-08-24 14:15:00-04:00,2026-08-24 14:30:00-04:00,20.2801,20.2149,1,19.9365,20.8528,-0.07,-0.32,Sell signal,0.01
2026-08-24 14:45:00-04:00,2026-08-24 15:30:00-04:00,20.2051,19.9004,1,19.9104,20.6962,-0.31,-1.51,Stop-loss,0.01
2026-08-24 15:30:00-04:00,2026-08-25 09:30:00-04:00,19.8999,19.6089,1,19.6187,20.3687,-0.3,-1.46,Stop-loss,0.01
2026-08-26 12:15:00-04:00,2026-08-26 12:45:00-04:00,20.6203,20.6097,1,20.2331,21.2656,-0.02,-0.05,Sell signal,0.01
2026-08-26 13:00:00-04:00,2026-08-26 13:15:00-04:00,20.6703,20.7996,1,20.3681,21.174,0.12,0.63,Sell signal,0.01
2026-08-26 14:30:00-04:00,2026-08-26 15:00:00-04:00,20.6553,20.6647,1,20.4709,20.9627,0.0,0.05,Sell signal,0.01
