entry_date,exit_date,type,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission
2026-07-02 14:00:00-04:00,2026-07-02 14:15:00-04:00,long,0.3802,0.3719,71,0.3721,0.3937,-0.59,-2.18,Stop-loss,0.71
2026-07-02 15:00:00-04:00,2026-07-08 11:00:00-04:00,long,0.3802,0.3695,67,0.3697,0.3977,-0.72,-2.81,Stop-loss,0.67
2026-07-09 13:30:00-04:00,2026-07-15 13:30:00-04:00,long,0.3777,0.3709,65,0.3711,0.3887,-0.44,-1.8,Stop-loss,0.65
2026-07-21 10:45:00-04:00,2026-07-27 09:45:00-04:00,short,0.3698,0.3557,63,0.3784,0.3555,0.89,3.82,Take-profit,0.63
2026-07-31 14:30:00-04:00,2026-07-31 15:45:00-04:00,long,0.3602,0.3724,66,0.3527,0.3726,0.81,3.39,Take-profit,0.66
2026-08-05 15:00:00-04:00,2026-08-06 09:30:00-04:00,long,0.3507,0.3742,68,0.3364,0.3744,1.6,6.7,Take-profit,0.68
2026-08-25 14:45:00-04:00,2026-08-26 10:00:00-04:00,long,0.3902,0.4038,63,0.3819,0.404,0.86,3.48,Take-profit,0.63
2026-08-27 15:30:00-04:00,2026-08-31 09:45:00-04:00,long,0.3903,0.3789,64,0.3791,0.409,-0.73,-2.92,Stop-loss,0.64
2026-09-01 09:30:00-04:00,2026-09-01 09:45:00-04:00,short,0.3948,0.4024,60,0.4022,0.3824,-0.46,-1.93,Stop-loss,0.6
2026-09-01 10:15:00-04:00,2026-09-01 11:30:00-04:00,long,0.3953,0.4098,57,0.3863,0.4104,0.83,3.67,Sell signal,0.57
2026-09-01 11:30:00-04:00,2026-09-01 12:15:00-04:00,short,0.4098,0.3956,56,0.4193,0.3939,0.8,3.47,Buy signal (close short),0.56
2026-09-01 12:15:00-04:00,2026-09-01 12:45:00-04:00,long,0.3956,0.4138,58,0.3846,0.414,1.06,4.6,Take-profit,0.58
2026-09-01 12:45:00-04:00,2026-09-01 13:15:00-04:00,long,0.4176,0.404,56,0.4042,0.4399,-0.76,-3.26,Stop-loss,0.56
2026-09-01 13:15:00-04:00,2026-09-01 14:00:00-04:00,long,0.4003,0.4248,56,0.385,0.4257,1.37,6.12,Sell signal,0.56
2026-09-01 14:00:00-04:00,2026-09-01 15:45:00-04:00,short,0.4248,0.4103,54,0.4418,0.3965,0.51,3.41,End of backtest,0.54
