entry_date,exit_date,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission
2025-09-23 00:00:00-04:00,2025-10-14 00:00:00-04:00,17.7189,22.1675,1,17.7189,22.1786,4.44,25.11,Take-profit,0.01
2025-10-17 00:00:00-04:00,2025-11-07 00:00:00-05:00,19.5798,15.5711,1,15.5789,27.5815,-4.01,-20.47,Stop-loss,0.01
2025-11-07 00:00:00-05:00,2025-11-13 00:00:00-05:00,15.8779,13.2565,1,13.2631,21.1076,-2.63,-16.51,Stop-loss,0.01
2025-11-13 00:00:00-05:00,2025-11-21 00:00:00-05:00,12.7864,10.1366,1,10.1417,18.0758,-2.65,-20.72,Stop-loss,0.01
2025-11-21 00:00:00-05:00,2025-12-17 00:00:00-05:00,10.075,10.07,2,10.075,15.1413,-0.02,-0.05,Break-even / SL,0.02
2025-12-17 00:00:00-05:00,2026-01-26 00:00:00-05:00,9.935,9.93,2,9.935,13.5147,-0.02,-0.05,Break-even / SL,0.02
2026-01-26 00:00:00-05:00,2026-02-04 00:00:00-05:00,9.985,8.3606,2,8.3648,13.2253,-3.26,-16.27,Stop-loss,0.02
2026-02-04 00:00:00-05:00,2026-03-06 00:00:00-05:00,8.2841,8.28,2,8.2841,11.8513,-0.02,-0.05,Break-even / SL,0.02
2026-03-06 00:00:00-05:00,2026-03-27 00:00:00-04:00,8.014,8.01,2,8.014,11.468,-0.02,-0.05,Break-even / SL,0.02
2026-03-27 00:00:00-04:00,2026-04-16 00:00:00-04:00,8.024,11.2493,2,8.024,11.2549,6.44,40.2,Take-profit,0.02
2026-04-17 00:00:00-04:00,2026-05-19 00:00:00-04:00,11.6058,11.6,2,11.6058,14.8618,-0.02,-0.05,Break-even / SL,0.02
2026-05-19 00:00:00-04:00,2026-06-05 00:00:00-04:00,12.4462,12.44,2,12.4462,17.0128,-0.02,-0.05,Break-even / SL,0.02
2026-06-05 00:00:00-04:00,2026-07-02 00:00:00-04:00,12.3262,12.32,2,12.3262,16.7042,-0.02,-0.05,Break-even / SL,0.02
2026-07-02 00:00:00-04:00,2026-08-10 00:00:00-04:00,12.4062,9.4032,2,9.4079,18.4028,-6.02,-24.21,Stop-loss,0.02
2026-08-10 00:00:00-04:00,2026-08-28 00:00:00-04:00,9.5648,11.0541,2,9.5648,13.9365,2.97,15.57,End of backtest,0.02
