entry_date,exit_date,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission
2025-10-08 00:00:00-04:00,2025-10-22 00:00:00-04:00,299.9231,289.0771,16,289.2217,315.9753,-173.62,-3.62,Stop-loss,0.16
2025-10-22 00:00:00-04:00,2025-11-10 00:00:00-05:00,290.1371,312.2905,17,275.264,312.4467,376.52,7.64,Take-profit,0.17
2025-11-10 00:00:00-05:00,2025-11-14 00:00:00-05:00,312.6094,300.6087,16,300.7591,330.3848,-192.09,-3.84,Stop-loss,0.16
2025-11-14 00:00:00-05:00,2025-12-22 00:00:00-05:00,299.5088,318.53,16,286.7218,318.6893,304.26,6.35,Take-profit,0.16
2025-12-22 00:00:00-05:00,2026-01-14 00:00:00-05:00,318.7256,305.2394,15,305.3921,338.7259,-202.37,-4.23,Stop-loss,0.15
2026-01-14 00:00:00-05:00,2026-02-23 00:00:00-05:00,305.0812,292.2049,16,292.3511,324.1764,-206.1,-4.22,Stop-loss,0.16
2026-02-26 00:00:00-05:00,2026-03-06 00:00:00-05:00,303.357,285.3565,16,285.4992,330.1436,-288.09,-5.93,Stop-loss,0.16
2026-03-06 00:00:00-05:00,2026-04-13 00:00:00-04:00,286.8578,310.5559,17,270.9555,310.7113,402.78,8.26,Take-profit,0.17
2026-04-13 00:00:00-04:00,2026-05-11 00:00:00-04:00,312.4294,298.2419,16,298.3911,333.4867,-227.08,-4.54,Stop-loss,0.16
2026-05-11 00:00:00-04:00,2026-06-12 00:00:00-04:00,298.8039,315.6224,16,287.4863,315.7803,269.02,5.63,Take-profit,0.16
2026-06-15 00:00:00-04:00,2026-06-25 00:00:00-04:00,318.1266,338.0761,15,304.7141,338.2452,299.17,6.27,Take-profit,0.15
2026-06-25 00:00:00-04:00,2026-07-27 00:00:00-04:00,333.7839,356.6787,15,318.4017,356.8571,343.35,6.86,Take-profit,0.15
2026-07-27 00:00:00-04:00,2026-08-28 00:00:00-04:00,356.3781,357.3112,14,340.9395,379.536,12.99,0.26,End of backtest,0.14
