entry_date,exit_date,type,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission
2026-06-17 13:45:00-04:00,2026-06-18 09:30:00-04:00,short,23.4383,22.512,1,23.907,22.5007,0.93,3.95,Take-profit,0.01
2026-06-18 09:30:00-04:00,2026-06-18 10:45:00-04:00,short,21.3592,21.7973,1,21.7864,20.5048,-0.44,-2.05,Stop-loss,0.01
2026-06-18 10:45:00-04:00,2026-06-18 15:45:00-04:00,short,22.0989,22.8299,1,22.8185,20.8998,-0.73,-3.31,Stop-loss,0.01
2026-06-18 15:45:00-04:00,2026-06-22 09:30:00-04:00,short,22.8236,22.3108,1,23.1379,22.2997,0.51,2.25,Take-profit,0.01
2026-06-22 09:30:00-04:00,2026-06-22 10:00:00-04:00,short,21.6742,20.9432,1,22.1191,20.9327,0.73,3.37,Take-profit,0.01
2026-06-22 10:00:00-04:00,2026-06-22 11:15:00-04:00,short,20.8596,21.4228,1,21.4121,19.9387,-0.56,-2.7,Stop-loss,0.01
2026-06-22 11:15:00-04:00,2026-06-22 14:15:00-04:00,short,21.4393,22.1435,1,22.1324,20.2841,-0.7,-3.28,Stop-loss,0.01
2026-06-22 14:15:00-04:00,2026-06-23 09:30:00-04:00,short,22.1589,21.4179,1,22.6099,21.4072,0.74,3.34,Take-profit,0.01
2026-06-23 09:30:00-04:00,2026-06-23 09:45:00-04:00,short,21.4493,21.8962,1,21.8853,20.7225,-0.45,-2.08,Stop-loss,0.01
2026-06-23 09:45:00-04:00,2026-06-23 13:45:00-04:00,short,21.8791,21.0584,1,22.3778,21.0479,0.82,3.75,Take-profit,0.01
2026-06-23 13:45:00-04:00,2026-06-23 15:00:00-04:00,short,20.8196,21.1377,1,21.1271,20.3071,-0.32,-1.53,Stop-loss,0.01
2026-06-23 15:00:00-04:00,2026-06-24 09:30:00-04:00,short,21.0095,20.5236,1,21.3072,20.5133,0.49,2.31,Take-profit,0.01
