entry_date,exit_date,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission
2025-09-23 00:00:00-04:00,2025-10-07 00:00:00-04:00,17.7189,20.7492,1,15.1849,20.7596,3.03,17.1,Take-profit,0.01
2025-10-10 00:00:00-04:00,2025-10-15 00:00:00-04:00,18.6593,23.4048,1,14.695,23.4165,4.74,25.43,Take-profit,0.01
2025-10-17 00:00:00-04:00,2025-11-07 00:00:00-05:00,19.5798,15.0259,1,15.0334,25.0355,-4.56,-23.26,Stop-loss,0.01
2025-11-07 00:00:00-05:00,2025-11-13 00:00:00-05:00,15.8779,12.9,1,12.9065,19.4436,-2.98,-18.75,Stop-loss,0.01
2025-11-13 00:00:00-05:00,2025-11-21 00:00:00-05:00,12.7864,9.7761,2,9.781,16.3928,-6.03,-23.54,Stop-loss,0.02
2025-11-21 00:00:00-05:00,2026-02-05 00:00:00-05:00,10.075,7.1929,2,7.1965,13.5293,-5.77,-28.61,Stop-loss,0.02
2026-02-05 00:00:00-05:00,2026-02-27 00:00:00-05:00,6.7334,9.3772,2,4.5262,9.3819,5.28,39.26,Take-profit,0.02
2026-02-27 00:00:00-05:00,2026-04-14 00:00:00-04:00,8.9445,10.9468,2,7.2713,10.9523,3.99,22.39,Take-profit,0.02
2026-04-14 00:00:00-04:00,2026-05-06 00:00:00-04:00,10.4952,12.7324,2,8.6256,12.7388,4.46,21.32,Take-profit,0.02
2026-05-07 00:00:00-04:00,2026-06-01 00:00:00-04:00,12.7063,15.086,2,10.7171,15.0935,4.75,18.73,Take-profit,0.02
2026-06-02 00:00:00-04:00,2026-06-05 00:00:00-04:00,14.2871,11.8491,2,11.855,17.2057,-4.89,-17.06,Stop-loss,0.02
2026-06-05 00:00:00-04:00,2026-06-22 00:00:00-04:00,12.3262,15.3035,2,9.8387,15.3112,5.94,24.15,Take-profit,0.02
2026-06-22 00:00:00-04:00,2026-07-07 00:00:00-04:00,14.8574,11.8105,2,11.8164,18.5067,-6.1,-20.51,Stop-loss,0.02
2026-07-07 00:00:00-04:00,2026-08-28 00:00:00-04:00,12.056,11.0541,2,8.6346,16.1617,-2.01,-8.31,End of backtest,0.02
