entry_date,exit_date,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission
2025-07-10 00:00:00-04:00,2025-07-18 00:00:00-04:00,1.4207,1.6642,3519,1.3071,1.665,839.17,17.14,Take-profit,35.19
2025-07-24 00:00:00-04:00,2025-07-31 00:00:00-04:00,1.5408,1.7191,3271,1.4175,1.9908,567.0,11.57,Sell signal,32.71
2025-08-01 00:00:00-04:00,2025-08-12 00:00:00-04:00,1.6508,2.1129,3070,1.5188,2.114,1403.43,28.0,Take-profit,30.7
2025-08-12 00:00:00-04:00,2025-08-27 00:00:00-04:00,2.021,2.5665,2542,1.8593,2.5678,1373.99,26.99,Take-profit,25.42
2025-09-08 00:00:00-04:00,2025-09-18 00:00:00-04:00,2.3912,2.5587,2177,2.1999,3.0344,353.81,7.01,Sell signal,21.77
2025-09-22 00:00:00-04:00,2025-09-29 00:00:00-04:00,2.4712,2.7386,2113,2.2735,2.9714,554.51,10.82,Sell signal,21.13
2025-10-01 00:00:00-04:00,2025-10-03 00:00:00-04:00,2.5413,2.5787,2066,2.338,3.2082,66.96,1.47,Sell signal,20.66
2025-11-17 00:00:00-05:00,2025-11-24 00:00:00-05:00,1.6708,1.7691,3144,1.5372,2.1125,293.38,5.88,Sell signal,31.44
2025-12-05 00:00:00-05:00,2025-12-12 00:00:00-05:00,1.7009,2.046,3096,1.5648,2.047,1052.88,20.29,Take-profit,30.96
2026-02-05 00:00:00-05:00,2026-02-20 00:00:00-05:00,1.4507,1.5792,3666,1.3347,1.7869,452.79,8.86,Sell signal,36.66
2026-02-23 00:00:00-05:00,2026-02-26 00:00:00-05:00,1.4907,1.5792,3582,1.3715,1.7993,299.13,5.94,Sell signal,35.82
2026-03-03 00:00:00-05:00,2026-03-09 00:00:00-04:00,1.5308,1.5392,3498,1.4083,1.8008,12.0,0.55,Sell signal,34.98
2026-03-26 00:00:00-04:00,2026-04-20 00:00:00-04:00,1.3307,1.5392,4023,1.2242,1.6942,818.8,15.67,Sell signal,40.23
2026-04-29 00:00:00-04:00,2026-05-06 00:00:00-04:00,1.3157,1.4393,4100,1.2104,1.7882,486.18,9.39,Sell signal,41.0
2026-05-13 00:00:00-04:00,2026-05-27 00:00:00-04:00,1.4107,1.4493,3840,1.2978,1.6984,128.93,2.73,Sell signal,38.4
2026-06-03 00:00:00-04:00,2026-06-09 00:00:00-04:00,1.4107,1.4593,3844,1.2978,1.6421,167.48,3.44,Sell signal,38.44
2026-06-25 00:00:00-04:00,2026-06-26 00:00:00-04:00,1.3407,1.3693,4050,1.2334,1.5885,95.64,2.13,Sell signal,40.5
2026-07-20 00:00:00-04:00,2026-07-21 00:00:00-04:00,1.2806,1.2894,4243,1.1782,1.4855,15.93,0.68,Sell signal,42.43
2026-08-04 00:00:00-04:00,2026-08-11 00:00:00-04:00,1.2106,1.2993,4488,1.1138,1.471,375.87,7.33,Sell signal,44.88
2026-08-12 00:00:00-04:00,2026-08-31 00:00:00-04:00,1.2606,1.3593,4324,1.1598,1.5448,405.25,7.83,End of backtest,43.24
