entry_date,exit_date,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission
2026-08-07 12:30:00-04:00,2026-08-07 15:30:00-04:00,1.2206,1.2244,4096,1.1385,1.4159,-4.97,0.31,Sell signal,40.96
2026-08-10 10:30:00-04:00,2026-08-10 12:30:00-04:00,1.2206,1.1994,4095,1.1231,1.4159,-107.29,-1.74,Sell signal,40.95
2026-08-10 15:30:00-04:00,2026-08-11 10:30:00-04:00,1.2256,1.2844,4073,1.1276,1.4217,218.95,4.79,Sell signal,40.73
2026-08-11 12:30:00-04:00,2026-08-11 14:30:00-04:00,1.2506,1.2494,3999,1.1506,1.4507,-24.89,-0.1,Sell signal,39.99
2026-08-17 09:30:00-04:00,2026-08-17 10:30:00-04:00,1.2556,1.2394,3982,1.1633,1.4565,-84.5,-1.29,Sell signal,39.82
2026-08-19 09:30:00-04:00,2026-08-19 11:30:00-04:00,1.2556,1.2944,3977,1.1807,1.4565,134.23,3.09,Sell signal,39.77
2026-08-24 09:30:00-04:00,2026-08-24 15:30:00-04:00,1.3457,1.3643,3715,1.238,1.561,50.59,1.38,Sell signal,37.15
2026-08-25 10:30:00-04:00,2026-08-25 11:30:00-04:00,1.3857,1.3843,3609,1.2748,1.6074,-23.07,-0.1,Sell signal,36.09
2026-08-25 12:30:00-04:00,2026-08-25 15:30:00-04:00,1.3857,1.3743,3608,1.2748,1.6074,-59.13,-0.82,Sell signal,36.08
2026-08-26 13:30:00-04:00,2026-08-27 12:30:00-04:00,1.3807,1.3643,3618,1.2702,1.6016,-77.36,-1.19,Sell signal,36.18
2026-08-31 10:30:00-04:00,2026-08-31 13:30:00-04:00,1.3657,1.3543,3654,1.2647,1.5842,-59.84,-0.83,Sell signal,36.54
