entry_date,exit_date,type,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission
2026-08-25 12:49:00-04:00,2026-08-26 11:33:00-04:00,short,16.6167,15.96,1,16.949,15.952,0.66,3.95,Take-profit,0.01
2026-08-26 11:46:00-04:00,2026-08-26 12:01:00-04:00,short,16.032,15.9928,1,16.1121,15.9848,0.04,0.24,Take-profit,0.01
2026-08-26 12:22:00-04:00,2026-08-26 12:40:00-04:00,short,16.052,16.0112,1,16.1322,16.0032,0.04,0.25,Take-profit,0.01
2026-08-26 12:59:00-04:00,2026-08-26 13:14:00-04:00,short,16.057,16.0267,1,16.1373,16.0187,0.03,0.19,Take-profit,0.01
2026-08-26 13:18:00-04:00,2026-08-26 13:42:00-04:00,short,16.062,16.0253,1,16.1423,16.0173,0.04,0.23,Take-profit,0.01
2026-08-26 14:19:00-04:00,2026-08-26 14:31:00-04:00,short,15.928,15.8874,1,16.0077,15.8795,0.04,0.25,Take-profit,0.01
2026-08-26 14:48:00-04:00,2026-08-26 15:03:00-04:00,short,15.912,15.9996,1,15.9916,15.8775,-0.09,-0.55,Stop-loss,0.01
2026-08-26 15:03:00-04:00,2026-08-26 15:11:00-04:00,short,15.9961,15.9421,1,16.0761,15.9341,0.05,0.34,Take-profit,0.01
2026-08-26 15:12:00-04:00,2026-08-26 15:21:00-04:00,short,15.912,15.9996,1,15.9916,15.8338,-0.09,-0.55,Stop-loss,0.01
2026-08-26 15:22:00-04:00,2026-08-26 15:43:00-04:00,short,16.027,16.1152,1,16.1071,15.9651,-0.09,-0.55,Stop-loss,0.01
2026-08-26 15:43:00-04:00,2026-08-27 09:30:00-04:00,short,16.087,16.1755,1,16.1674,16.0216,-0.09,-0.55,Stop-loss,0.01
2026-08-27 09:30:00-04:00,2026-08-27 09:31:00-04:00,short,16.1619,16.2581,1,16.25,16.0151,-0.1,-0.6,Stop-loss,0.01
2026-08-27 09:31:00-04:00,2026-08-27 09:34:00-04:00,short,16.222,16.0582,1,16.3251,16.0502,0.16,1.01,Take-profit,0.01
2026-08-27 09:34:00-04:00,2026-08-27 09:36:00-04:00,short,16.087,16.2308,1,16.2227,15.8607,-0.14,-0.89,Stop-loss,0.01
2026-08-27 09:36:00-04:00,2026-08-27 10:00:00-04:00,short,16.2669,16.0172,1,16.4215,16.0092,0.25,1.53,Take-profit,0.01
2026-08-27 10:00:00-04:00,2026-08-27 10:02:00-04:00,short,15.9922,16.1083,1,16.1002,15.8121,-0.12,-0.73,Stop-loss,0.01
2026-08-27 10:02:00-04:00,2026-08-27 10:03:00-04:00,short,16.092,16.1927,1,16.1846,15.9376,-0.1,-0.63,Stop-loss,0.01
2026-08-27 10:03:00-04:00,2026-08-27 10:16:00-04:00,short,16.1913,16.2988,1,16.2907,16.0257,-0.11,-0.66,Stop-loss,0.01
2026-08-27 10:16:00-04:00,2026-08-27 10:32:00-04:00,short,16.3018,16.1703,1,16.3856,16.1622,0.13,0.81,Take-profit,0.01
2026-08-27 10:32:00-04:00,2026-08-27 10:55:00-04:00,short,16.1669,16.0823,1,16.2477,16.0743,0.08,0.52,Take-profit,0.01
2026-08-27 10:55:00-04:00,2026-08-27 10:59:00-04:00,short,16.057,16.1454,1,16.1373,15.9763,-0.09,-0.55,Stop-loss,0.01
2026-08-27 10:59:00-04:00,2026-08-27 11:52:00-04:00,short,16.1419,16.2307,1,16.2226,16.0549,-0.09,-0.55,Stop-loss,0.01
2026-08-27 11:52:00-04:00,2026-08-27 12:09:00-04:00,short,16.2119,16.172,1,16.2929,16.1639,0.04,0.25,Take-profit,0.01
2026-08-27 12:09:00-04:00,2026-08-27 12:42:00-04:00,short,16.1519,16.2408,1,16.2327,16.0871,-0.09,-0.55,Stop-loss,0.01
2026-08-27 12:42:00-04:00,2026-08-27 13:01:00-04:00,short,16.2269,16.3162,1,16.308,16.1917,-0.09,-0.55,Stop-loss,0.01
2026-08-27 13:01:00-04:00,2026-08-27 13:04:00-04:00,short,16.3118,16.2702,1,16.3934,16.2621,0.04,0.25,Take-profit,0.01
2026-08-27 13:04:00-04:00,2026-08-27 13:11:00-04:00,short,16.2546,16.344,1,16.3358,16.204,-0.09,-0.55,Stop-loss,0.01
2026-08-27 13:11:00-04:00,2026-08-27 13:25:00-04:00,short,16.3379,16.2866,1,16.4196,16.2785,0.05,0.31,Take-profit,0.01
2026-08-27 13:25:00-04:00,2026-08-27 13:58:00-04:00,short,16.2569,16.2098,1,16.3382,16.2017,0.05,0.29,Take-profit,0.01
2026-08-27 13:58:00-04:00,2026-08-27 14:08:00-04:00,short,16.1894,16.2784,1,16.2703,16.1378,-0.09,-0.55,Stop-loss,0.01
2026-08-27 14:08:00-04:00,2026-08-27 14:12:00-04:00,short,16.2677,16.2232,1,16.349,16.2151,0.04,0.27,Take-profit,0.01
2026-08-27 14:12:00-04:00,2026-08-27 14:34:00-04:00,short,16.2119,16.1686,1,16.2929,16.1605,0.04,0.27,Take-profit,0.01
2026-08-27 14:34:00-04:00,2026-08-27 15:02:00-04:00,short,16.1419,16.1007,1,16.2226,16.0927,0.04,0.25,Take-profit,0.01
2026-08-27 15:02:00-04:00,2026-08-27 15:27:00-04:00,short,16.072,16.0375,1,16.1523,16.0295,0.03,0.21,Take-profit,0.01
2026-08-27 15:27:00-04:00,2026-08-27 15:34:00-04:00,short,16.017,16.1051,1,16.0971,15.9682,-0.09,-0.55,Stop-loss,0.01
2026-08-27 15:34:00-04:00,2026-08-27 15:55:00-04:00,short,16.077,16.1654,1,16.1573,16.015,-0.09,-0.55,Stop-loss,0.01
2026-08-27 15:55:00-04:00,2026-08-28 09:30:00-04:00,short,16.1519,16.0886,1,16.2327,16.0806,0.06,0.39,Take-profit,0.01
2026-08-28 09:30:00-04:00,2026-08-28 09:31:00-04:00,short,15.8781,15.9696,1,15.9616,15.7389,-0.09,-0.58,Stop-loss,0.01
2026-08-28 09:31:00-04:00,2026-08-28 09:33:00-04:00,short,15.902,15.7486,1,15.9989,15.7407,0.15,0.96,Take-profit,0.01
2026-08-28 09:33:00-04:00,2026-08-28 09:35:00-04:00,short,15.8271,15.9592,1,15.9512,15.6202,-0.13,-0.83,Stop-loss,0.01
2026-08-28 09:35:00-04:00,2026-08-28 10:03:00-04:00,short,15.8321,15.5955,1,15.9787,15.5877,0.24,1.49,Take-profit,0.01
2026-08-28 10:04:00-04:00,2026-08-28 10:20:00-04:00,short,15.6822,15.7922,1,15.7843,15.5119,-0.11,-0.7,Stop-loss,0.01
2026-08-28 10:20:00-04:00,2026-08-28 10:37:00-04:00,short,15.7671,15.8538,1,15.8459,15.6366,-0.09,-0.55,Stop-loss,0.01
2026-08-28 10:37:00-04:00,2026-08-28 10:59:00-04:00,short,15.8321,15.7332,1,15.9112,15.7253,0.1,0.62,Take-profit,0.01
2026-08-28 10:59:00-04:00,2026-08-28 11:31:00-04:00,short,15.7121,15.6542,1,15.7907,15.6464,0.06,0.37,Take-profit,0.01
2026-08-28 11:31:00-04:00,2026-08-28 11:39:00-04:00,short,15.6422,15.5901,1,15.7204,15.5823,0.05,0.33,Take-profit,0.01
2026-08-28 11:39:00-04:00,2026-08-28 11:47:00-04:00,short,15.5772,15.5241,1,15.6551,15.5163,0.05,0.34,Take-profit,0.01
2026-08-28 11:47:00-04:00,2026-08-28 11:57:00-04:00,short,15.5022,15.4402,1,15.5798,15.4325,0.06,0.4,Take-profit,0.01
2026-08-28 11:57:00-04:00,2026-08-28 12:23:00-04:00,short,15.4323,15.3561,1,15.5094,15.3484,0.08,0.49,Take-profit,0.01
2026-08-28 12:23:00-04:00,2026-08-28 13:09:00-04:00,short,15.3423,15.2741,1,15.419,15.2665,0.07,0.44,Take-profit,0.01
2026-08-28 13:09:00-04:00,2026-08-28 13:14:00-04:00,short,15.2631,15.3471,1,15.3394,15.2005,-0.08,-0.55,Stop-loss,0.01
2026-08-28 13:14:00-04:00,2026-08-28 13:24:00-04:00,short,15.3423,15.2917,1,15.419,15.2841,0.05,0.33,Take-profit,0.01
2026-08-28 13:24:00-04:00,2026-08-28 14:06:00-04:00,short,15.2925,15.2455,1,15.3689,15.2379,0.05,0.31,Take-profit,0.01
2026-08-28 14:06:00-04:00,2026-08-28 14:39:00-04:00,short,15.2274,15.1938,1,15.3035,15.1862,0.03,0.22,Take-profit,0.01
2026-08-28 14:39:00-04:00,2026-08-28 14:55:00-04:00,short,15.1974,15.1659,1,15.2734,15.1583,0.03,0.21,Take-profit,0.01
2026-08-28 14:55:00-04:00,2026-08-28 15:04:00-04:00,short,15.1474,15.2308,1,15.2232,15.1152,-0.08,-0.55,Stop-loss,0.01
2026-08-28 15:04:00-04:00,2026-08-28 15:24:00-04:00,short,15.2124,15.2961,1,15.2885,15.1701,-0.08,-0.55,Stop-loss,0.01
2026-08-28 15:24:00-04:00,2026-08-28 15:43:00-04:00,short,15.2973,15.3815,1,15.3738,15.2508,-0.08,-0.55,Stop-loss,0.01
2026-08-28 15:43:00-04:00,2026-08-31 09:30:00-04:00,short,15.3923,15.335,1,15.4693,15.3273,0.06,0.37,Take-profit,0.01
2026-08-31 09:30:00-04:00,2026-08-31 09:31:00-04:00,short,15.0575,15.1636,1,15.156,14.8932,-0.11,-0.7,Stop-loss,0.01
2026-08-31 09:31:00-04:00,2026-08-31 09:32:00-04:00,short,15.1724,15.2909,1,15.2833,14.9875,-0.12,-0.78,Stop-loss,0.01
2026-08-31 09:32:00-04:00,2026-08-31 09:33:00-04:00,short,15.2174,15.3467,1,15.339,15.0146,-0.13,-0.85,Stop-loss,0.01
2026-08-31 09:33:00-04:00,2026-08-31 09:47:00-04:00,short,15.3973,15.1709,1,15.5377,15.1633,0.23,1.47,Take-profit,0.01
2026-08-31 09:47:00-04:00,2026-08-31 10:02:00-04:00,short,15.2124,15.3278,1,15.3201,15.0329,-0.12,-0.76,Stop-loss,0.01
2026-08-31 10:02:00-04:00,2026-08-31 10:20:00-04:00,short,15.2852,15.1968,1,15.3616,15.1892,0.09,0.58,Take-profit,0.01
2026-08-31 10:20:00-04:00,2026-08-31 10:22:00-04:00,short,15.1725,15.256,1,15.2484,15.0798,-0.08,-0.55,Stop-loss,0.01
2026-08-31 10:22:00-04:00,2026-08-31 10:33:00-04:00,short,15.2074,15.291,1,15.2834,15.1201,-0.08,-0.55,Stop-loss,0.01
2026-08-31 10:33:00-04:00,2026-08-31 10:42:00-04:00,short,15.279,15.3631,1,15.3554,15.1984,-0.08,-0.55,Stop-loss,0.01
2026-08-31 10:42:00-04:00,2026-08-31 10:57:00-04:00,short,15.3723,15.2978,1,15.4492,15.2902,0.07,0.48,Take-profit,0.01
2026-08-31 10:57:00-04:00,2026-08-31 11:07:00-04:00,short,15.3323,15.2629,1,15.409,15.2553,0.07,0.45,Take-profit,0.01
2026-08-31 11:07:00-04:00,2026-08-31 11:17:00-04:00,short,15.2474,15.1805,1,15.3236,15.1729,0.07,0.44,Take-profit,0.01
2026-08-31 11:17:00-04:00,2026-08-31 11:27:00-04:00,short,15.1774,15.2609,1,15.2533,15.1112,-0.08,-0.55,Stop-loss,0.01
2026-08-31 11:27:00-04:00,2026-08-31 11:31:00-04:00,short,15.2329,15.1808,1,15.309,15.1732,0.05,0.34,Take-profit,0.01
2026-08-31 11:31:00-04:00,2026-08-31 11:37:00-04:00,short,15.1523,15.2357,1,15.2281,15.0942,-0.08,-0.55,Stop-loss,0.01
2026-08-31 11:37:00-04:00,2026-08-31 12:19:00-04:00,short,15.2224,15.3061,1,15.2985,15.1583,-0.08,-0.55,Stop-loss,0.01
