entry_date,exit_date,type,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission
2026-06-17 13:45:00-04:00,2026-06-17 15:45:00-04:00,short,14.5727,13.9968,1,14.8642,13.9898,0.58,3.95,Take-profit,0.01
2026-06-17 15:45:00-04:00,2026-06-18 09:30:00-04:00,short,13.913,14.1984,1,14.1913,13.3565,-0.29,-2.05,Stop-loss,0.01
2026-06-18 09:30:00-04:00,2026-06-18 10:15:00-04:00,short,13.7528,14.0349,1,14.0279,13.2027,-0.28,-2.05,Stop-loss,0.01
2026-06-18 10:15:00-04:00,2026-06-18 15:45:00-04:00,short,13.933,14.2188,1,14.2117,13.3757,-0.29,-2.05,Stop-loss,0.01
2026-06-22 09:30:00-04:00,2026-06-22 09:45:00-04:00,short,15.5922,15.9293,1,15.9213,15.0436,-0.34,-2.16,Stop-loss,0.01
2026-06-22 09:45:00-04:00,2026-06-22 11:00:00-04:00,short,16.2619,15.6085,1,16.6585,15.6007,0.65,4.02,Take-profit,0.01
2026-06-22 11:00:00-04:00,2026-06-23 09:30:00-04:00,short,15.4123,14.5197,1,15.9522,14.5124,0.89,5.79,Take-profit,0.01
2026-06-23 09:30:00-04:00,2026-06-23 10:00:00-04:00,short,14.8626,15.2067,1,15.1991,14.3016,-0.34,-2.32,Stop-loss,0.01
2026-06-23 10:00:00-04:00,2026-06-23 10:45:00-04:00,short,15.2874,14.6748,1,15.6593,14.6675,0.61,4.01,Take-profit,0.01
2026-06-23 10:45:00-04:00,2026-06-23 13:15:00-04:00,short,14.6926,15.146,1,15.1384,13.9497,-0.45,-3.09,Stop-loss,0.01
2026-06-23 13:15:00-04:00,2026-06-24 09:30:00-04:00,short,15.0925,14.4357,1,15.4908,14.4285,0.66,4.35,Take-profit,0.01
2026-06-24 09:30:00-04:00,2026-06-24 09:45:00-04:00,short,14.3278,14.6922,1,14.6849,13.7327,-0.36,-2.54,Stop-loss,0.01
2026-06-24 09:45:00-04:00,2026-06-24 10:15:00-04:00,short,14.6327,13.966,1,15.0369,13.959,0.67,4.56,Take-profit,0.01
2026-06-24 10:15:00-04:00,2026-06-24 13:45:00-04:00,short,14.213,13.496,1,14.6472,13.4893,0.72,5.04,Take-profit,0.01
2026-06-24 13:45:00-04:00,2026-06-24 14:15:00-04:00,short,13.4643,13.8215,2,13.8146,12.8804,-0.71,-2.65,Stop-loss,0.02
2026-06-24 14:15:00-04:00,2026-06-25 09:30:00-04:00,short,13.898,14.2362,2,14.2291,13.3463,-0.68,-2.43,Stop-loss,0.02
2026-06-25 09:30:00-04:00,2026-06-25 10:45:00-04:00,short,13.3733,13.5968,2,13.8426,12.5912,-0.45,-1.67,Buy signal (close short),0.02
2026-06-25 10:45:00-04:00,2026-06-25 12:30:00-04:00,long,13.5968,13.6177,2,13.038,14.5282,0.04,0.15,Sell signal,0.02
2026-06-25 12:30:00-04:00,2026-06-26 10:00:00-04:00,short,13.6177,14.176,2,14.1689,12.6991,-1.12,-4.1,Stop-loss,0.02
2026-06-26 10:00:00-04:00,2026-06-26 12:00:00-04:00,short,14.2329,14.608,1,14.6007,13.6198,-0.38,-2.64,Stop-loss,0.01
2026-06-26 12:00:00-04:00,2026-06-26 13:00:00-04:00,short,14.3327,14.8521,1,14.8447,13.4795,-0.52,-3.62,Stop-loss,0.01
2026-06-26 13:00:00-04:00,2026-06-29 09:45:00-04:00,short,14.7933,13.9694,1,15.2918,13.9624,0.82,5.57,Take-profit,0.01
2026-06-29 09:45:00-04:00,2026-07-01 10:30:00-04:00,short,13.998,13.2771,1,14.4345,13.2705,0.72,5.15,Take-profit,0.01
2026-07-01 10:30:00-04:00,2026-07-01 11:00:00-04:00,short,13.3232,13.6048,2,13.598,12.8652,-0.56,-2.11,Stop-loss,0.02
2026-07-01 11:00:00-04:00,2026-07-01 11:15:00-04:00,short,13.5932,13.9173,1,13.9103,13.0646,-0.32,-2.38,Stop-loss,0.01
