entry_date,exit_date,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission
2025-10-08 00:00:00-04:00,2025-10-24 00:00:00-04:00,244.2644,259.8237,20,233.8048,259.9537,311.09,6.37,Take-profit,0.2
2025-10-24 00:00:00-04:00,2025-10-30 00:00:00-04:00,259.5422,278.841,19,246.5832,278.9805,366.58,7.44,Take-profit,0.19
2025-11-17 00:00:00-05:00,2025-11-24 00:00:00-05:00,284.6056,312.8229,17,265.6898,312.9794,479.61,9.91,Take-profit,0.17
2025-12-17 00:00:00-05:00,2026-01-02 00:00:00-05:00,296.4824,320.4092,17,280.4244,320.5695,406.67,8.07,Take-profit,0.17
2026-01-02 00:00:00-05:00,2026-01-13 00:00:00-05:00,314.8977,333.8073,16,302.18,333.9743,302.47,6.01,Take-profit,0.16
2026-01-20 00:00:00-05:00,2026-01-29 00:00:00-05:00,321.7422,337.6414,15,306.5192,344.5768,238.41,4.94,Sell signal,0.15
2026-02-12 00:00:00-05:00,2026-02-23 00:00:00-05:00,308.7526,310.9295,16,286.4145,342.2597,34.75,0.71,Sell signal,0.16
2026-03-26 00:00:00-04:00,2026-04-07 00:00:00-04:00,280.8927,302.913,18,266.1115,303.0645,396.27,7.84,Take-profit,0.18
2026-04-07 00:00:00-04:00,2026-04-14 00:00:00-04:00,305.4303,330.4392,16,288.6475,330.6045,400.06,8.19,Take-profit,0.16
2026-04-20 00:00:00-04:00,2026-04-30 00:00:00-04:00,337.3872,363.2428,15,320.029,363.4245,387.76,7.66,Take-profit,0.15
2026-04-30 00:00:00-04:00,2026-05-13 00:00:00-04:00,384.7626,402.1785,13,365.2228,414.0722,226.34,4.53,Sell signal,0.13
2026-06-10 00:00:00-04:00,2026-06-15 00:00:00-04:00,356.5582,369.1653,14,336.3358,386.8918,176.43,3.54,Sell signal,0.14
2026-06-24 00:00:00-04:00,2026-07-07 00:00:00-04:00,345.4627,366.8465,15,320.5032,382.9018,320.68,6.19,Sell signal,0.15
2026-07-23 00:00:00-04:00,2026-07-31 00:00:00-04:00,317.8488,353.1836,16,294.1746,353.3603,565.28,11.12,Take-profit,0.16
