entry_date,exit_date,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission
2026-04-23 00:00:00-04:00,2026-04-27 00:00:00-04:00,1.5308,1.5092,3266,1.4083,1.9666,-86.73,-1.41,Sell signal,32.66
2026-04-28 00:00:00-04:00,2026-04-29 00:00:00-04:00,1.4707,1.3524,3396,1.3531,1.9114,-418.65,-8.04,Stop-loss,33.96
2026-04-29 00:00:00-04:00,2026-04-30 00:00:00-04:00,1.3157,1.3593,3779,1.2104,1.7882,145.95,3.32,Sell signal,37.79
2026-05-01 00:00:00-04:00,2026-05-04 00:00:00-04:00,1.4107,1.4193,3529,1.2978,1.8784,12.67,0.61,Sell signal,35.29
2026-05-05 00:00:00-04:00,2026-05-06 00:00:00-04:00,1.4307,1.4393,3480,1.3163,1.8695,12.46,0.6,Sell signal,34.8
2026-05-11 00:00:00-04:00,2026-05-12 00:00:00-04:00,1.4307,1.4093,3480,1.3163,1.8743,-91.89,-1.5,Sell signal,34.8
2026-05-13 00:00:00-04:00,2026-05-14 00:00:00-04:00,1.4107,1.4593,3525,1.2978,1.6984,153.58,3.44,Sell signal,35.25
2026-07-16 00:00:00-04:00,2026-07-17 00:00:00-04:00,1.2906,1.2794,3858,1.1874,1.5047,-62.65,-0.87,Sell signal,38.58
2026-07-24 00:00:00-04:00,2026-07-27 00:00:00-04:00,1.2456,1.3493,3994,1.146,1.4449,394.31,8.33,Sell signal,39.94
2026-08-07 00:00:00-04:00,2026-08-10 00:00:00-04:00,1.2306,1.2194,4058,1.1322,1.4862,-65.78,-0.91,Sell signal,40.58
