entry_date,exit_date,entry_price,exit_price,shares,stop_loss,take_profit,pnl,pnl_pct,exit_reason,commission
2025-09-23 00:00:00-04:00,2025-10-03 00:00:00-04:00,17.0785,20.1586,1,15.0184,20.1687,3.08,18.04,Take-profit,0.01
2025-10-16 00:00:00-04:00,2025-11-11 00:00:00-05:00,19.5598,15.9496,1,15.9576,24.963,-3.62,-18.46,Stop-loss,0.01
2025-11-11 00:00:00-05:00,2025-11-14 00:00:00-05:00,16.1481,12.7911,1,12.7975,21.1739,-3.36,-20.79,Stop-loss,0.01
2025-11-14 00:00:00-05:00,2026-01-16 00:00:00-05:00,13.957,18.8869,1,10.6641,18.8963,4.92,35.32,Take-profit,0.01
2026-01-16 00:00:00-05:00,2026-01-21 00:00:00-05:00,19.2496,17.139,1,17.1476,22.4026,-2.12,-10.96,Stop-loss,0.01
2026-01-21 00:00:00-05:00,2026-02-02 00:00:00-05:00,17.2586,14.8857,1,14.8931,20.807,-2.38,-13.75,Stop-loss,0.01
2026-02-02 00:00:00-05:00,2026-02-05 00:00:00-05:00,15.3277,12.5626,1,12.5689,19.4657,-2.77,-18.04,Stop-loss,0.01
2026-02-05 00:00:00-05:00,2026-02-20 00:00:00-05:00,12.066,16.8225,1,8.8895,16.8309,4.75,39.42,Take-profit,0.01
2026-02-20 00:00:00-05:00,2026-03-27 00:00:00-04:00,15.6878,12.7514,1,12.7578,20.0828,-2.94,-18.72,Stop-loss,0.01
2026-03-27 00:00:00-04:00,2026-04-08 00:00:00-04:00,12.8064,15.9126,1,10.7303,15.9206,3.1,24.26,Take-profit,0.01
2026-04-08 00:00:00-04:00,2026-05-05 00:00:00-04:00,16.1181,19.5666,1,13.8125,19.5764,3.44,21.4,Take-profit,0.01
2026-05-15 00:00:00-04:00,2026-05-28 00:00:00-04:00,23.5017,28.4847,1,20.1703,28.4989,4.98,21.2,Take-profit,0.01
2026-06-02 00:00:00-04:00,2026-06-05 00:00:00-04:00,27.3337,24.1894,1,24.2015,32.0319,-3.15,-11.5,Stop-loss,0.01
2026-06-05 00:00:00-04:00,2026-06-22 00:00:00-04:00,24.6723,29.9523,1,21.1423,29.9673,5.28,21.4,Take-profit,0.01
2026-06-24 00:00:00-04:00,2026-07-02 00:00:00-04:00,27.4337,23.1318,1,23.1434,33.8691,-4.31,-15.68,Stop-loss,0.01
2026-07-02 00:00:00-04:00,2026-07-17 00:00:00-04:00,22.1211,17.6844,1,17.6932,28.7628,-4.44,-20.06,Stop-loss,0.01
2026-07-17 00:00:00-04:00,2026-07-23 00:00:00-04:00,18.2691,24.1105,1,14.3668,24.1226,5.84,31.97,Take-profit,0.01
2026-07-23 00:00:00-04:00,2026-07-28 00:00:00-04:00,23.8719,20.2448,1,20.2549,29.2974,-3.63,-15.19,Stop-loss,0.01
2026-07-28 00:00:00-04:00,2026-08-28 00:00:00-04:00,21.2506,19.5402,1,17.7486,26.5036,-1.72,-8.05,End of backtest,0.01
